科技 	 全高清 双 存储 设计   JVC   HM200 套装 4350 元         作者 ： 李金昊         [ 北京 行情 ]   JVC   HM200 是 全球 第一款 支持 双 SDHC 存储卡 扩展 能力 的 民用 级 闪存式 高清 数码 摄像机 。 它 支持 同时 安装 两张 SDHC 存储卡 ， 当 使用 的 SDHC 卡 的 容量 全部 达到 32GB 时 ， 最高 可以 记录 30 小时 的 FullHD 视频 影像 。 笔者 今天 在 市面上 了解 到 ， 此款 机型 现在 的 最新 报价 为 4350 元 ， 随 产品 搭配 原装 包 、 UV 镜 、 清洁 套装 、 LCD 贴膜 。         JVC   HM200 可以 同时 安装 两张 SDHC 存储卡 ， 在 拍摄 时 如果 第一张 SDHC 卡 的 容量 已满 ， 则 视频 资料 将 自动 开始 在 第二张 SDHC 卡上 进行 记录 。 性能 方面 ， GZ - HM200 还 支持 适合 YouTube 视频 的 格式 ， 可以 方便 的 通过 iTunes 传输 视频 。 GZ - HM200 配置 了 JVC 最新 开发 的 20 倍 光学 变焦镜头 ， 具有 1 秒 快速 启动 、 便捷 检索 以及 面部 优化 功能 。 GZ - HM200 的 编码 芯片 也 经过 重新 优化 ， 码率 可达 AVCHD 最高 标准 的 24Mbps ， 耗电量 仅为 过去 产品 的 50% 。         编辑 观点 ：         JVC   HM200 是 一款 拥有 双卡槽 的 全高清 数码 摄像机 ， 成像 效果 出色 。 机身 采用 闪存 存储 小巧 轻便 ， 不仅 更加 省 电 ， 还 可以 适应 高原 等 严酷 的 环境 。 现在 此款 机型 刚刚 上市 ， 不 着急 的 消费者 可以 持币观望 一阵 。         JVC   GZ - HM200         [ 参考价格 ]   4350 元 套装 
 科技 	 超广角 卡片 相机   佳能 IXUS200 仅 2480 元 （ 中关村 在线 数码影像 行情 报道 ） 佳能 IXUS   200   IS   配备 24mm 超广角 并 采用 3.0 英寸 “ 晶炫 II ” 触摸 液晶屏 ， 在 佳能 数码相机 的 发展史 上 还是 第一次 。 今日 笔者 在 市场 上 看到 ， 有 商家 正在 促销 这 款 刚刚 上市 的 卡片机 新品 。 目前 单机 的 价格 是 2480 元 。 
 科技 	 超薄 超大 屏   任天堂 NDSI 烟台 仅 1280 元   【 ZOL - 七天 在线   IT7T . COM 】 喜爱 游戏 的 时尚 潮人 注意 啦 ， 今天 小编 给 大家 介绍 的 是 一款 来自 任天堂 的 NDSi ( Nintendo   DSi ) 游戏机 。 该 产品 带有 摄像头 功能 、 播放 音乐 、 DSi   Shop 下载 功能 ， 功能 非常 齐全 ， 满足 了 大众 对 游戏机 的 要求 。 感兴趣 的 朋友 不妨 关注 下 。 
 科技 	 风头 不减当年   索尼 PSP - 2000 烟台 热卖   【 ZOL - 七天 在线   IT7T . COM 】 索尼 PSP - 3000 的 热销 促进 了 掌上 游戏机 市场 的 发展 ， 而 作为 索尼 PSP - 3000 的 前辈 索尼   PSP - 2000 凭借 低廉 的 价格 和 完美 的 破解 也 是 宝刀不老 ， 风头 不减当年 。 近日 小编 在 烟台 电玩 地带 了解 到 ， 索尼 PSP - 2000 白色 报价 为 1080 元 ， 感兴趣 的 朋友 不妨 关注 下 。 
 科技 	 高清 免驱   奥尼幻 魔 超强版 烟台 仅 125 元   【 ZOL - 七天 在线   IT7T . COM 】 作为 国内 顶尖 的 摄像头 生产 厂商 ， ANC 奥尼 科技 推出 了 很多 极具 个性 的 摄像头 产品 ， 近日 ， 小编 从 烟台 旭海 科技 了解 到 ， 奥尼魔 系列 的 抗 鼎力 作 之一 幻魔 超强 版本 已 到货 该 卖场 。 目前 售价 125 元 ， 感兴趣 的 朋友 不妨 关注 下 。 
 科技 	 高清 摄像 单反   尼康 中 端机 D90 单机 5500 元 （ 中关村 在线 数码相机 行情 报道 ） 尼康 数码 单反相机 D90 ， 拥有 1200 万 像素 的 成像 能力 ， 并 具备 高清 动态 视频 摄像 功能 。 目前 尼康 D90 单机 的 最新 价格调整 至 5500 元 ， 对 这款 单反 感兴趣 的 朋友 不妨 关注 一下 。 D90 配有 尼康 全新 DSLR 短片 功能 ， 能够 以 每秒 约 24 幅 的 流畅 速度 拍摄 320 × 216 像素 、 640 × 424 像素 或 HD720p （ 1280 × 720 像素 ） 的 短片 。 D90 的 传感器 大于 普通 的 便携式 摄像机 ， 它 甚至 在 拍摄 短片 时 也 能 保证 具有 更 高 的 影像 质量 、 优越 的 低 噪点 和 高 ISO 感光度 性能 。 使用 尼克尔 可 更换 镜头 可 使 拍摄 范围 进一步 扩大 ， 从 鱼眼 镜头 到 广角镜头 再 到 超 远距离 镜头 ， 捕捉 富有 创意 的 短片 或 生活 中 为之动容 的 戏剧性 事件 。 编辑 观点 ： 尼康 D90 拥有 强劲 的 性能 配置 ， 完全 可以 满足 摄影 爱好者 对 拍摄 器材 的 要求 。 而 在 静态 照片 拍摄 之外 ， D90 还 具备 了 高清 视频 摄像 功能 。 总体而言 ， D90 是 一款 动静 两 方面 都 有 不错 表现 的 专业 单反 ， 适合 对 尼康 系统 比较 感兴趣 的 爱好者 选购 。 尼康   D90 单机 [ 参考价格 ]   5500 元 [ 推荐 商家 ]     嘉诚 数码 [ 商家 信息 ]     科贸 电子城 11 层 1101A 室 ， 电话 ： 010 - 82538862 、 13910144361 。 [ 报价 查询 ]   数码相机 产品报价   Nikon （ 尼康 ） 产品报价 
 科技 	 1200 万 像素 28mm 广角   松下 FP8 套装 促销 编辑 观点 ： 作为 一款 松下 卡片 相机 ， FP8 继承 了 松下 产品 高像素 、 光学 防抖 、 广角镜头 以及 高清 视频 这些 功能 特点 。 而 金属 机身 也 让 其 更具 质感 和 坚固 度 ， 目前 的 套装 也 比较 低廉 ， 总体而言 是 一款 拥有 较 高性价比 的 主流 性能 卡片机 。 
 科技 	 15 X光 变 高清 摄像   富士 S2000 送 配件 1780 元 CCD 位移 光学 防抖 和 超 高感光度 结合 所 带来 的 多重 防抖 功能 可以 让 S2000HD 高效 的 防止 手抖 及 被 拍摄 物体 运动 所 带来 的 图像 模糊 ， 为 您 拍摄 锐利 、 清晰 的 照片 提供 了 坚实 的 保证 。 甚至 在 长焦端 和 低 光照 环境 下 您 也 无需 担心 图像 抖动 的 发生 。 编辑 观点 ： 高像素 的 成像 性能 ， 大 变焦 比带 广角 的 镜头 以及 CCD 位移 防抖 技术 和 高清 摄像 功能 ， 拥有 如此 之多 性能 的 S2000HD 价格 降仅 不足 1800 元 ， 性价比 在 同类 机型 中要 高 很多 。 
 科技 	 60 倍 光变 硬盘 摄像机   索尼 SR47E 送礼 降价 （ 中关村 在线 数码相机 行情 报道 ） 索尼 数码 摄像机 产品 SR47E ， 搭载 一枚 1 / 8 英寸 80 万 像素 CCD 传感器 ， 配备 60 倍 光学 变焦 卡尔蔡 司 镜头 ， 以及 60GB 容量 硬盘 存储空间 。 目前 这 款 摄像机 在 中关村 的 最新 报价 是 3050 元 ， 赠送 原装 FH100 电池 、 包 、 膜 、 三脚架 。 索尼 DCR - SR47E 采用 横卧 式 设计 ， 外观 时尚 小巧 ， 并 拥有 蓝色 、 红色 和 银色 三种 靓丽 的 颜色 可 供选择 。 搭载 一枚 1 / 8 英寸 80 万 像素 CCD 传感器 ， 动态 模式 下 支持 电子 防抖 功能 ， 采用 60 倍 光学 变焦 卡尔蔡 司 镜头 ， 光圈 范围 为 F1.8 - F6.0 ， 即使 用户 无法 靠近 拍摄 对象 ， 也 能 拍出 清晰 影像 ， 同时 它 还 拥有 多种 智能 索引 功能 ， 查找 非常 方便 。 索尼 DCR - SR47E 拥有 2.7 英寸 12.3 万 像素 广角 触摸 显示屏 ， 内置 60G 大容量 硬盘 ， 同时 支持 MS   Pro   Duo 记忆棒 进行 扩展 ， 标配 NP - FH30 锂电池 ， 配备 变焦 麦克风 。 DCR - SR47E 还 支持 一键 刻录 DVD 功能 ， 操作 非常 方便 。 编辑 观点 ： 虽然 有效 像素 偏低 ， 但 SR47E 作为 一款 入门级 DV 产品 ， 却 提供 了 超长 的 变焦镜头 和 较大 的 存储空间 。 对于 一般 的 家庭用户 来说 ， 还是 非常 实用 和 够用 的 。 目前 价格 也 比较 低廉 ， 拥有 较 高 的 性价比 。 
 科技 	 7.0 英寸 超大 高清 屏幕   索爱 T - 8 新品         作者 ： 潘昊         索爱 T - 8 采用 7 寸 1600 万色 的 显示屏 ， 分辨率 为 800 * 480 。 使用 最新 的 芯舞 高清 方案 ， 最大 限度 避免 死机 现象 ， 支持 RM 、 RMVB 、 AVI 、 DAT 、 FLV 等 10 余种 1280 * 720P 高清 格式 视频 ， 不仅 更好 的 支持 以往 的 非 高清 视频 资源 ， 也 对 高清 模式 提供 良好 的 兼容 。 可播放 MP3 、 WMA 、 APE 、 FLAC 、 OGG 等 主流 音频格式 ， 有 歌词 同步 显示 功能 。 支持 8GB 以下 TF 卡 ， 电池 可 进行 视频 播放 3.5 小时 。           索爱 T8 具有 TV - OUT 功能 。 内置 HDMI 编码 芯片 ， 配合 HDMI 输出 端口 ， 可 输出 1080p 视频 ， 还 能 支持 DVD   Audio 数字 音频格式 。 也 可以 进行 色差 分量 720p 输出 。         也 可以 把 T8 用来 当 数码相册 使用 ， 支持 JPEG 、 BMP 、 GIF 格式 图片 ， 可 进行 图片 的 旋转 、 预览 播放 。 内置 趣味 小游戏 ， 搭载 数码 录音 和 A - B 复读 功能 。 可 应付 一般 场合 的 录音 。 T8 支持 中英文 2 种 语言 ， 可以 相互 切换 。 电子书 阅读 可以 更改 字体大小 ， 背景 颜色 ， 有 自动 浏览 、 独立 书签 功能 。 
 科技 	 下调 219 元   全触 屏 MP4   COWON   D2 + 促销 COWON   D2 + 是 一款 采用 全屏 式 触摸 操作 的 视频 MP4 ， 小巧 的 机身 、 52 小时 的 播放 时间 对于 一款 功能 如此 丰富 的 机型 来说 可谓 强悍 ， 而且 玩家 可以 通过 后期 官方 推出 的 新 固件 不断 升级 ， 从而 使 D2 + 增加 更 多 的 功能 。 现在 D2 + 两种 内存 版本 各 下调 219 元 ， 喜欢 的 朋友 不妨 考虑 出手 购买 了 。 COWON   D2 + 编辑 点评 ： D2 + 搭载 的 是 2.5 英寸 1600 万色 320 × 240 的 QVGA 屏幕 ， 观看 XVID 和 WMV9 编码 、 320 × 240 分辨率 、 30fps 帧 率 的 视频 能 确保 画面 的 流畅 顺滑 ； 图片 浏览 以 缩略图 方式 显示 ， 可以 读取 无 尺寸 限制 的 JPEG 与 BMP 格式 ， 支持 放大 、 缩小 、 翻转 、 设置 墙纸 等 操作 。 相比 D2 ， D2 + 在 文本 阅读 方面 更为 出彩 ， 最大 支持 2MB   TXT 文件 ， 文字 清晰 锐利 。 其他 功能 上 COWON   D2 + 还 包括 FM 收 录音 、 FLASH 游戏 、 绘图板 、 计算器 等 。   COWON   D2 + 的 音效 系统 全 称为 JetEffect   2.0   BEE + ， 提供 了 BBE + 、 Mach3Bass 、 MP3   Enhance 、 3D   Surround 、 Stereo   Enhance 等 自定义 音频 过滤器 ； Normal 、 Rock 、 Vocal 、 Jazz 、 Pop 、 Classic 六种 音效 。 
 科技 	 台 电 性感 MM 升级   支持 HiFi 新品 T51 图赏 高清 过后 各 厂商 又 将 重点 转移 回 原始 的 音质 ， 曾 成功 推出 T39 的 台 电首 率先 打出 了 MP3 升级 HiFi 的 口号 。 近期 台 电 发布 了 新款 产品 T51 采用 双路 独立 HiFi 数模转换 器 ， 运用 OPA2604 运放 线路 输出 ， 搭配 飞利浦 独立 耳机 功放 ， 采用 8 颗 CBB 聚丙烯 滤波 电容 网络 。 
 科技 	 国产品牌 就是 好   爱国者 T1228 仅 1199 元 【 云南 IT 我 帮 您   www . ynit580 . com 】 国产 知名品牌 爱国者 数码产品 的 新品 也 是 不断 的 上市 促销 ， 近期 ， 爱国者 也 是 推出 了 两款 数码 新品 ， 其中 的 一款 就是 爱国者 T1228 ， 该机 拥有 配置 了 1200 万 像素 的 CCD ， 3.0 英寸 的 显示屏 ， 同时 也 支持 笑脸 快门 等 潮流 功能 ， 并 融入 了 时尚 的 元素 ， 目前 笔者 了解 到 其 在 仕腾 科技 售价 为 1199 元 ， 非常 值得 留意 。 爱国者 T1228 外观 以 银色 的 外观 为 主体 ， 符合 了 现代 时尚性 ， 并且 整机 键位 丰富 操作 方便 ， 机身 正面 经过 磨砂 处理 ， 不易 沾染 指纹 。 机身 设计 较为 简洁 ， 大大的 变焦镜头 紧靠 机身 正面 一侧 ， 空白处 镶有 一条 银色 亮条 ， 不仅 作为 装饰 还 起到 一定 的 防滑 作用 。 机身 装饰 虽然 较为简单 ， 但 并 不 单调 。 97.5 mm × 57.5 mm × 18.9 mm 相比 日系 产品 也 很 轻薄 ， 适合 外出 携带 。 爱国者 T1228 采用 了 1 / 2.3 英寸 CCD ， 3 倍 光学 变焦 ， 有效 像素 为 1200 万 ， 可以 实现 4000 × 3000 分辨率 的 照片 拍摄 。 针对 普通 家庭用户 比较 注重 的 智能 防抖 功能 也 加入 其中 ， 搭配 6 片 5 组 的 3 倍 光学 变焦镜头 ， 最大 光圈值 为 3.1 - 5.6 ， 快门 时间 为 15 - 1 / 2000 秒 。 具备 时 下 主流 的 笑脸 快门 、 脸部 识别 功能 ， 入门级 的 玩家 在 对焦 和 构图 方面 也 更加 自由 ， 具有 高达 3200 感光度 ， 使 快门速度 最 多 提高 到 32 倍 ， 能 有效 降低 抖动 模糊 。 爱国者 T1228 采用 了 一块 3 英寸 23 万 像素 低温 多晶硅 液晶 显示屏 ， 显示 效果 清晰 自然 ， 基本 能 满足 消费者 的 日常 需求 。 爱国者 T1228 具备 时 下 主流 的 笑脸 快门 、 脸部 识别 功能 也 可以 轻松 支持 ， 就算 是 入门级 的 玩家 在 对焦 和 构图 方面 也 更加 自由 。 爱国者 T1228 具有 高达 3200 感光度 ， 使 快门速度 最 多 提高 到 32 倍 ， 能 有效 降低 抖动 模糊 ， 该机 还 具有 多达 27 种 丰富 的 场景 模式 ， 使 用户 在 任何 环境 下 基本 都 可以 轻松 应 能 。 另外 ， 爱国者 T1228 可以 支持 848X480 分辨率 16 : 9 宽屏 变焦 摄像 ， 精彩 的 瞬间 可以 用 摄像 功能 留存 。 录音 功能 的 加入 则 可以 让 它 再次 充当 录音笔 的 功能 ， 很 方便 实用 。 编辑 点评 ： 爱国者 T1228 作为 爱国者 的 消费类 的 数码产品 ， 整机 的 配置 均衡 稳定 而且 还有 着 实用 的 功能 ， 其 拥有 1200 万 像素 ， 基本 满足 了 入门级 用户 的 选用 ， 并且 支持 3 倍 光学 变焦 ， 成像 效果 也 是 十分 的 可观 ， ， 又 兼容 了 时尚 的 风格 ， 目前 在 价格 方面 也 是 比较 的 实惠 ， 喜欢 的 用户 可以 联系 以下 商家 哦 。 爱国者   T1228   数码相机 
 科技 	 家用 也 疯狂   1200W 时尚 索尼 W220 烟台 热卖 【 ZOL - 七天 在线   it7t . com 】 一般 家庭用户 在 选购 相机 的 时候 相对 比较 注重 产品 的 实用性 ， 如果 是 年轻 家庭用户 的话 外观 最好 也 时尚 一些 ， 索尼 W220 就是 一款 非常 不错 的 选择 ， 其 采用 了 一枚 1 / 2.3 英寸 、 有效 像素 1210 万 的 索尼 Super   HAD 图像 传感器 ， 支持 笑脸 快门 、 面部 识别 等 实用性 很强 的 功能 ， 近期 准备 购置 相机 的 家庭用户 可以 考虑一下 。 
 科技 	 支持 多媒体播放   三星 ST10 低价 销售 中           【 上海 行情 】   三星 ST10 ( 资料   报价   图片   论坛 ) 数码相机 采用 了 特殊 的 镜头 开关 设计 ， 利用 拨转 圆盘 来 进行 开关 。 并且 还 配置 了 配备 了 mp3 播放器 、 PMP 个人 多 媒体播放器 等 功能 ； 在 拍摄 方面 则 具备 900 万 有效 像素 以及 感光度 为 ISO3200 。 目前 在 经销商 的 报价 仅为 1620 元 ， 下面 就 由 笔者 为 大家 介绍 这 款 产品 。         三星 ST10 采用 了 一枚 1 / 2.5 英寸 910 万 像素 的 CCD 传感器 ， 超宽 角度 24mm 施耐德 镜头 ， 支持 三倍 光学 变焦 。 可 拍摄 照片 的 最大 分辨率 可 达到 3456 × 2592 像素 ， 短片 拍摄 能力 达 800 × 600 ， 微距 能力 达 80cm 到 无穷远 。 支持 光学 防抖 和 电子 防抖 给 了 用户 超 方便 的 拍摄 过程 。         三星 ST10 配备 了 一块 3.0 英寸 46 万 像素 InCell 型 hVGA 触摸 LCD ， 采用 手触式 设计 ， 镜头 采用 了 3 倍 光学 变焦 潜望 式 镜头 。 。 三星 创新 的 智能 场景 识别 功能 ， 脸部 识别 、 微笑 识别 、 眨眼 识别 ， 使 对 相机 不 熟悉 的 用户 也 能 轻松 拍摄 完美 相片 。 机身 内存 30M ， 支持 SD ， MMC   plus ， SDHC 等 存储介质 。 [ 产品型号 ] : 三星   ST10 [ 产品报价 ] : 1620 元 [ 联系电话 ] : 021 - 51963860 
 科技 	 敢于 PSP 抗衡   任天堂 ndsl 烟台 仅 850 元   【 ZOL - 七天 在线   IT7T . COM 】 近期 国内 的 便携 游戏机 市场 可谓 是 由 PSP 独领风骚 ， 越来越 多人 将 PSP 作为 一款 多功能 的 时尚 数码产品 而 不是 单纯 的 游戏机 ， 而 任天堂 推出 的 ndsl 才 是 真正 的 游戏 玩家 心中 永远 的 no.1 ， 该 产品 小游戏 丰富 ， 容易 上 手 ， 耐 玩性 高 。 无论是 MM 还是 老爸 老妈 都 能 用 这部 ndsl 来 搞定 ， 并且 价钱 十分 的 便宜 ， 感兴趣 的 朋友 不妨 关注 下 。 
 科技 	 机身 防抖 可 翻转 屏   奥巴 单反 E30 套装 7100         作者 ： 李金昊         奥林巴斯 E30 内置 的 六种 滤镜 模式 分别 是 ： 浓郁 色调 效果 、 柔焦 效果 、 淡化 及 增亮 色调 效果 、 柔光 效果 、 照片 怀旧 颗粒 效果 和 针孔 相机 效果 。         新 研发 的 1230 万 像素 高速 LIVE   MOS 传感器 和 新型 TruePic   III + 图像处理 引擎 确保 了 E - 30 可 获得 最高 标准 的 图像 品质 。 它 还 拥有 可 提供 最大 5 级 抖动 补偿 的 内置 图像 稳定 系统 ， 并 能够 与 全系列 4 / 3 系统 镜头 产品 配合 使用 ， 从 广角 到 远 摄 、 从 微距 到 鱼眼 镜头 ， 它 均 可 有效 适应 。         E - 30 还 拥有 不错 的 机身 速度 表现 ， 这 其中 包括 与 奥林巴斯 E - 3 上 所 拥有 的 相同 的 11 点全 双十 字型 AF 传感器 、 5fps 高速 连续 拍摄 和 1 / 8000 秒 高速 快门 。 E - 30 还 采用 了 功能强大 的 除尘 系统 以 有效 地 清除 进入 相机 的 灰尘 ， 而 经久耐用 的 快门 也 经过 了 150 , 000 次 的 释放 测试 检验 。         编辑 点评 ：           一直 以来 很多 人 都 认为 ， 单反相机 是 专业 的 代表 ， 如果 不 懂得 光圈 和 快门 ， 不 了解 感光度 与 白平衡 ， 不 懂得 后期 PS 处理 ， 最好 还是 不要 考虑 购买 。 但 奥林巴斯 E30 的 出现 ， 却 从 一定 程度 上 否定 了 这些 看法 。 使用 艺术 滤镜 模式 ， 你 可以 不用 担心 快门 和 光圈 的 组合 ， 把 感光度 和 白平衡 全设 为 自动 即可 。 你 要 做 的 仅仅 是 去 思考 眼前 的 这个 场景 ， 到底 那种 滤镜 模式 更 适合 ， 以及 怎样 构图 并 最后 按动 快门 。 专注 于 影像 所 传达 思想 ， 而 不用 去 留意 参数 的 设置 ， 这才 是 真正 意义 上 的 摄影 。 奥林巴斯 E30 给 了 笔者 这样 的 感觉 。         奥林巴斯   E - 30 单机         [ 参考价格 ]   7100 元         [ 商家 地址 ]   010 - 62692381 转 813 
 科技 	 渐变 水晶 设计 MP3   OPPO   X1 评测         作者 ： 韩琴         从前 几日 发布 的 OPPO   X1 实机 图赏 可以 看出 ， 漂亮 出色 的 外观 是 该机 的 重要 卖点 之一 。 OPPO   X1 融合 了 水晶 外观 、 柳叶形 切割 、 渐变 设计 三个 设计 要点 ， 最终 形成 “ 彩虹 水晶 ” 的 外形 效果 。 该机 的 另 一个 出色 特点 就是 纯美 音质 ， OPPO 在 X1 上 推出 了 DBEE 音效 升级版 — — DBEE2.0 音效 ， 增加 了丽音 和 动态 低音 两种 模式 ， 低音 下潜 更深 ， 更加 饱满 ， 带给 用户 更好 的 听感 体验 。           OPPO   X1 拥有 彩 落霞 紫 和 冰墨 灰 的 两种 外观 颜色 ， 其中 落霞 紫 融合 紫色 与 红色 的 渐变 ， 冰墨灰则 融合 了 蓝色 与 灰色 的 渐变 ， ZOL 评测室 此次 收到 的 评测 机为 冰墨 灰色 。 该机 结合 了 光学 镀 工艺 与 渐变 工艺 ， 优美 的 色彩 渐变 和 柳叶形 切割 ， 透明 的 水晶 质感 ， 华丽 时尚 而 不失 简约 个性 。         正面 还 配备 了 一块 仅能 显示 单行 信息 的 小巧 OLED 显示屏 ， 能 清晰 显示 菜单 及 歌词 ， 同时 不 影响 整体 的 美观 性 。         细长 的 功能 按键 隐藏 在 银色 腰线 之中 ， 按键 键程 适中 ， 指甲 稍稍 用力 就 可以 方便 进行 操控 。 独立 的 确认 、 返回 和 音量 调节 键为 用户 使用 提供 了 很大 的 便捷性 。         标配 的 附件 内有 USB 数据线 、 颜色 百搭 的 纯白 XE100 耳机 ， 以及 便于 携带 的 精美 蔓草 挂绳 。 
 科技 	 演绎 完美 音质   iriver   E100 仅 599         作者 ： 曹锐         iriver   E100 外形 简约 时尚 ， 所 提供 的 外壳 颜色 还 透 着 点 可爱 劲 ， 内置 扬声器 可 供 外放 。 目前 该机 的 市场 售价 为 8GB / 599 元 ， 相比 前期 报价 便宜 了 100 元 。 现有 天空 蓝 、 巧克力 以及 白色 三种 颜色 供 大家 选择 。 咨询电话 ： 010 - 82697620 。         iriver   E100         容量 ： 8GB   报价 ： 599 元         编辑 点评 ： iriver   E100 配备 了 2.4 英寸 显示屏 ， 按键 与 机身 融为一体 ， 整体性 很 好 。 在 功能 方面 该机 支持 MP3 、 WMA 、 FLAC 等 格式 的 音频文件 ， 视频 方面 则 支持 AVI 、 WMV 等 格式 。 另外 录音 、 FM 收音 、 A - B 复读 等 一应俱全 ， 续航 时间 长达 17 小时 ， 支持 最大 8GB 的 Micro   SD 卡 扩容 。 
