时尚 	 美人 时刻 ： 当 白衬衫 碰上 水 ( 组图 ) 导语 ： 女明星 们 有时 为了 性感 出 位 ， 不惜 暴露 身体 的 各个 部位 ， 然而 都 说 性感 的 最高 境界 是 隐约 窥视 的 魅力 ， 那么 湿身 装 绝对 是 令 男人 神魂颠倒 ， 令 女人 都 无法 正视 的 一类 诱惑 突袭 法 。 其实 最 简单 最 朴素 的 白衬衫 一直 是 终极 诱惑 的 一种 ， 只要 解开 三粒 扣子 或 湿身 ， 那 若隐若现 的 性感 诱惑 绝对 秒杀 众生 。 安吉丽娜 - 朱莉 一件 极其 普通 的 白色 背心 ， 穿 在 朱莉 的 身上 ， 比 着 性感 泳衣 更能 掠夺 住 人们 的 目光 … …   蔡妍 和 徐仁英 随着 音乐 的 旋律 ， 蔡妍 和 徐仁英 进入 水帘 上 的 一瞬间 ， 白色 上衣 被 水 浸透 ， 黑色 内衣 马上 就 显露 了 出来 ， 画面 极具 诱惑 。 周显 欣周 显欣 的 别名 — — 巩俐 的 “ 裸替 ” 。 如果 不是 之后 有 “ 巩俐 裸替 ” 这样 的 新闻 爆 出来 ， 也许 很少 有人 注意 到 ， 原来 《 周渔 的 火车 》 里面 有 两个 “ 巩俐 ” ， 其中 一个 就是 周显欣 。 江一燕 虽然 也 是 湿身 ， 但是 江一燕 的 湿身 却 那么 清新自然 ， 别有 一番 风情 。 
 时尚 	 围脖 变马 夹   H & amp ; M 和 ZARA 围脖 多种 用法 一条 围脖 多种 用法 。 创意 往往 是 在 敢于 尝试 后 的 结果 。 极至 发挥 6 ： 充当 马 夹 时尚 之所以 让 人 推崇 ， 就是 因为 她 可以 给 人 意想不到 的 创新 。 所以 围脖 变马 夹 也 不是 什么 不 可能 的 ， 比起 之前 ， 那种 故意 做 得 像 围巾 的 马 夹 ， 这种 围脖 覆盖面积 更大 ， 保暖性 能 更好 ， 且 创意 无趣 ， 造型 也 不错 ！ 运动 的 毛衫 采用 深 色调 的 红 与 蓝 ， 低调 不 单调 。 棕色 的 搭配 看上去 很 舒服 ， 搭配 了 黄色 围巾 也 增加 了 亮点 。 极至 发挥 7 ： 各种 色彩 有 选择 现在 说 说 最为 基本 的 -- 颜色 。 因为 没有 好 的 色彩 搭配 ， 再 漂亮 的 围法 也 会 因为 色彩 搭配 失调 以 失败 告终 。 最 简单 的 方法 是 ， 看 你 选 的 大衣 外套 的 颜色 ， 奠定 主 基调 ， 然后 看 下装 的 颜色 ， 基本 不会错 的 搭配 是 下 身为 深色 比 上身 还 深 。 棕色 调 、 灰色 调 、 黑色 调 、 蓝色 调 等等 ， 如果 上身 衣物 颜色 较 深 ， 那么 围脖 就 选 同色系 的 亮色 ； 如果 上身 已经 有 亮色 ， 那么 围脖 就 选 同色系 的 深色 。 “ 女王 ” BlakeLively 就 立刻 效仿 ， 以 灰色 层叠 式 针织 围脖 火拼 QueenB 极至 发挥 8 ： 明星 示范   迅速 显瘦 看看 最近 《 GossipGirl 》 的 探班街 拍 ， “ 小 B ” LeightonMeester 似乎 跟 一条 红色 丝绒 围脖 杠上 了 ， 走 到 哪儿 戴到 哪儿 。 但 别说 ， 这条 垂感 强烈 的 层叠 式 围脖 真是 让 Meester 的 小肉 脸 看上去 瘦 了 许多 。 瘦脸 还是 小 Case ， 层叠 式 围脖 更能 随意 造 出 强烈 的 层次感 ， 即使 外 搭 一件 毫无 特色 的 大衣 ， 都 可以 通过 缠绕 的 圈数 和 技巧 显出 雕塑 般的 立体 效果 。 这样一来 ， 欲 瘦 不能 的 姑娘 们 就 得益 了 ， “ 叠 ” 出 层次感   显瘦 更 便捷 。 
 时尚 	 组图 ： 欧美 街头 范儿   教 你 打造 前卫 情侣装 即将 到来 的 情人节 ， 如果 你 还是 穿着 情侣装 和 恋人 手挽手 的 逛街 那么 实在 是 太 OUT 了 ， 一摸 一样 的 情侣装 索然无味 又 缺乏 时尚 度 。 实在 是 太 煞风景 。 看看 欧美 街头 的 情侣 们 吧 ， 用 时尚 来 诠释 情侣装 ， 情侣 间 的 小 搭配 关键在于 细节 上 的 呼应 ， 不 需要 相同 的 款式 相同 的 颜色 ， 就 能 穿 出 最 有 默契 的 搭配 。 风衣 系 情侣   双排 扣 的 风衣 很 绅士 的 感觉 ， 男孩子 的 选择 长款 风衣 女孩 选择 短款 夹克 ， 很 适合 各自 的 风格 ， 看起来 却 有 很 登 对 ， 复古 的 尖头 皮鞋 是 最 IN 的 单品 。 让 时尚 指数 大大 提升 。 跟上 一组 有 异曲同工 之妙 ， 不过 这样 一对 的 搭配 就 更 复古 一些 。 少 了 几分 英伦 的 风格 多 了 一些 怀旧 的 元素 ， 高腰 裙 和 复古 鞋 都 是 就 像是 从 电影 里 走 出来 的 情侣 。 色彩 系 情侣   这 一对 风风火火 的 情侣 ， 没有 任何 相同之处 ， 但是 都 用 配饰 来 做 呼应 ， 黄色 和 蓝色 的 对比色 也 用 的 很漂亮 ， 蓝色 的 带有 海军 风 的 帽子 和 蓝色 花型 发夹 都 起 了 画龙点睛 的 作用 。 或许 一眼 看 过去 你 并 没有 觉得 他们 的 穿着 和 情侣 游 什么 关系 ， 但是 关注 细节 ， 你 会 发现 粉色 的 手拿包 和 粉色 的 鞋带 粉色 的 头饰 。 棕色 的 皮草 和 棕色 的 运动鞋 ， 看来 很会 搭配 哦 。 
 时尚 	 学 女星 实用 大衣 搭配 法 黑色 深色 大衣 具有 较 好 的 瘦身 效果 。 长款 大衣 ， 收腰 的 设计 会 让 下半身 显得 更 修长 。 富有 精品 感 的 大衣 ， 既 可以 穿 得 运动 、 休闲 ， 也 可 搭配 正装 出席 正式 场合 ； 如果 搭 短裙 、 短裤 也 一样 非常 时尚 摩登 。 红色 深色 大衣 具有 较 好 的 瘦身 效果 。 长款 大衣 ， 收腰 的 设计 会 让 下半身 显得 更 修长 。 富有 精品 感 的 大衣 ， 既 可以 穿 得 运动 、 休闲 ， 也 可 搭配 正装 出席 正式 场合 ； 如果 搭 短裙 、 短裤 也 一样 非常 时尚 摩登 。 红色 深色 大衣 具有 较 好 的 瘦身 效果 。 长款 大衣 ， 收腰 的 设计 会 让 下半身 显得 更 修长 。 富有 精品 感 的 大衣 ， 既 可以 穿 得 运动 、 休闲 ， 也 可 搭配 正装 出席 正式 场合 ； 如果 搭 短裙 、 短裤 也 一样 非常 时尚 摩登 。 红色 深色 大衣 具有 较 好 的 瘦身 效果 。 长款 大衣 ， 收腰 的 设计 会 让 下半身 显得 更 修长 。 富有 精品 感 的 大衣 ， 既 可以 穿 得 运动 、 休闲 ， 也 可 搭配 正装 出席 正式 场合 ； 如果 搭 短裙 、 短裤 也 一样 非常 时尚 摩登 。 红色 深色 大衣 具有 较 好 的 瘦身 效果 。 长款 大衣 ， 收腰 的 设计 会 让 下半身 显得 更 修长 。 富有 精品 感 的 大衣 ， 既 可以 穿 得 运动 、 休闲 ， 也 可 搭配 正装 出席 正式 场合 ； 如果 搭 短裙 、 短裤 也 一样 非常 时尚 摩登 。 
 时尚 	 学 明镜 墨镜 搭配 哲学 凯丽 - 米洛 搭配 建议 ： 长方形 的 墨镜 看上去 也 很 特别 ， 配 上 一条 连衣裙 式 的 外套 ， 加上 黑白 的 造型 更加 给 人 留下 深刻 的 印象 。 凯丽 - 米洛 搭配 建议 ： 帅气 感 十足 的 墨镜 当然 需要 一件 帅气 的 大衣 与 之 相对 应 ， 军旅 款 的 外套 就是 正选 。 
 时尚 	 明星 热宠 不 对称 连袖款 美衣 ： 充满 野性 的 豹纹 充满 野性 的 豹纹 及其 不 对称 的 礼服 配 上 黑色 丝袜 充满 诱惑 。 张梓琳 2009 年 6 月 6 日 ， 上海 ， 由 全球 顶级 时尚品牌 GUCCI 发起 的 一个 与 帮助 弱视 儿童 有关 的 慈善 晚宴 在 上海 环球 金融中心 柏悦 酒店 举行 。 渐变 长身 礼服 对称 花纹 手镯 。 Michael   Kors 礼服 黑色 角斗士 鞋配 红色 印花 单肩 礼服 。 周慧敏 2009 年 12 月 10 日 ， 香港 ， “ Cosmopolitan 周年 派对 颁奖礼 ” 。 经过 各种 磨练 终于 为 人妻 的 周慧敏 ， 单肩 连身 不 对称 哈伦 库大改 玉女 形象 。 
 时尚 	 明星 爸妈 萌 宝宝 谁家 最 惹眼 ： Pete   WentzPete   Wentz 也 做起 了 超级 奶爸 
 时尚 	 明星 爸妈 萌 宝宝 谁家 最 惹眼 ： Victoria   Beckham 和 她 的 搞怪 儿子 们 Victoria   Beckham 和 她 的 搞怪 儿子 们 ， 儿子 们 的 表情 实在 太逗 了 Angelina   Jolie 在 孩子 面前 也 甘愿 做 保姆 ， 大 包小包 不说 ， 还 得 时常 关注 着 宝贝 们 的 一举一动 就 连 购物 ， Jennifer   Garner 也 不 忘带 着 宝贝女儿 秀 一下 Brad   Pitt 
 时尚 	 正确 选择 一款 流行 的 墨镜 邓丽欣 搭配 建议 ： 帅气 的 半透明 式 的 廓形 墨镜 ， 搭 上 一件 针织 的 带 毛领 的 前 开衫 也 是 正选 ， 另外 精致 的 纹路 也 能 增添 亮点 。 吴雨 霏 搭配 建议 ： 全黑 的 墨镜 更加 给 人 一种 不 一样 的 感觉 ， 配 上 一件 英伦 学生 派 的 上衣 为 你 打造 最 流行 的 造型 。 Twins 搭配 建议 ： 不同 样式 的 墨镜 当然 也 需要 不同 款式 的 外套 来 与 之 搭配 ， 当下 流行 短款 外套 也 是 不错 的 选择 。 邓丽欣 搭配 建议 ： 亮面 的 羽绒服 当然 也 需要 配 上 一副 时尚 的 墨镜 ， 无论 长短 款 都 会 是 正选 。 
 时尚 	 组图 ： 明星 热宠 不 对称 连袖款 美衣 导语 ： 礼服 ， 是 明星 参加 派对 或者 是 颁奖典礼 发光 发点 的 重要 服饰 。 一场 没有 硝烟 的 战争 就是 在 这 小小的 瞬间 争出 个 你死我活 。 今天 就 一 起来 看看 大 明星 的 单肩 不 对称 礼服 。 范冰冰 2009 年 6 月 13 日 ， 上海 ， 范冰冰 出席 第 12 届 上海 国际 电影节 明星 媒体 见面会 。 内衣 外露 ， 紫色 单肩 礼服 。 孙莉 2009 年 11 月 3 日 ， 上海 ， 2009 时尚 COSMO 美容 盛典 在 上海 音乐厅 倾情 揭幕 。 孙莉 桃红色 礼服 小露 香肩 。 陈慧琳 陈慧琳 全色 白色 ， 细 腰带 点缀 完美 身材 。 黄色 拼接 礼服 
 时尚 	 韩星 示范 纤瘦 羽绒服 搭配 出镜 女星 ： 宋慧乔 演绎 品牌 ： LEVI ’ S 适宜 风格 ： 浓郁 的 大都会 气息 ， 摩登 白领 首选 款 。 搭配 要点 ： 1   经典 而 不 乏味 的 修身 款式 ， 让 身材 倍显 高挑 。 2   闪亮 的 黑色 面料 在 都市 中 低调 而 不 沉闷 。 3   个子 偏 矮小 的 MM 最好 最好 选择 羽绒服 的 长度 不 超过 膝盖 。 出镜 女星 ： 李孝利 演绎 品牌 ： GUESS 适宜 风格 ： 性感女郎 人气 飙升 ， 羽绒服 也 可以 充满 魅惑 。 搭配 要点 ： 1   偏短 的 款式 会 更好 的 显示 美好 身体 曲线 。 2   闪亮 的 色彩 夺目 ， 随时 都 能 成为 焦点 。 3   紧身 牛仔裤 和 长靴 是 短款 艳色 羽绒服 的 绝配 。 
 时尚 	 Bling   Bling 的 新年 夜 Look 劳伦 - 康拉德 ( Lauren   Conrad ) 、 斯蒂芬 妮 - 普拉特 ( Stephanie   Pratt ) 、 劳伦 - 波茨 沃斯 ( Lauren   Bosworth ) 这些 《 The   Hills 》 里面 的 女孩 们 也 都 是 Bling   Bling 的 新年 夜 Look ， 而且 大多 穿 得 火辣 暴露 。 除了 忙 派对 ， 还有 忙 着 恩爱 的 ， “ 精灵 王子 ” 奥兰多 - 布鲁姆   就 和 他 的 女友 -- “ 维多利亚 的 秘密 ” 的 模特 米兰达 - 可儿   ( Miranda   Kerr )   选择 去 了 加勒比海 的 圣 巴特 岛 度假 。 相对 这 对 被 狗 仔 猛拍 泳装 ， 阿什 莉 - 辛普森   ( Ashlee   Simpson )   和 老公 -- 朋克 乐队 打倒 男孩 ( Fall   Out   Boy ) 的 贝斯手 皮特 - 温兹   ( Pete   Wentz ) 就 显得 特别 有 娱乐 精神 。 他俩 戴着 骇人 的 万圣节 面具 手牵手 走 在 纽约 联合 广场 附近 ， 引来 注目 一片 。 其实 这 又 是 他们 跟 狗 仔 开玩笑 ， 在 去年 5 月份 ， 皮特 - 温兹 跟 阿什 莉出 街 就 曾 在 脸上 戴 了 一个 纸盘 ， 上面 写 着 ： “ 此 广告位 招租 ， 有意者 请 发邮件 至 ： Jon @ douchebag . com ” ！ 
 时尚 	 IT   BAG 第三梯队 ： 凑热闹 派 第三梯队 ： 凑热闹 派 一下 这些 包款 可能 各 有人 爱 ， 不过 就 设计 而论 乏善可陈 ， 要 争得 “ IT   BAG ” 的 殊荣 ， 怕 是 有点 困难 。 Long   Champ 这 一季 的 代言 又 是 Kate   Moss ， 这款 包 还是 她 本人 设计 的 。 不过 这样 的 噱头 已经 不再 时髦 ， 它 还 能 掀起 热卖 么 ？ 各花入 各眼 ， Versace 这样 花枝招展 的 包袋 也许 有人 喜欢 ， 但 已经 不是 时代 的 主流 了 ！ 
 时尚 	 IT   BAG 第二 梯队 ： 公文包 派 第二 梯队 ： 公文包 派 代表者 ： Fendi 、 Mulberry 、 Chirstian   DiorIT   GIRL 都 爱 公文包 ， 那么 IT   BAG 就是 公文包 。 这 款 名为 Peek   a   boo 的 公文 手袋 ， 以 它 的 实用性 及 典雅 的 复古 造型 从 2009 年 开始 成为 最 热卖 的 IT   BAG 之一 。 2010 春夏 Fendi 的 必杀技 还是 它 。 相信 业绩 不会 差 。 这样 一只 包 ， 就是 你 到 了 40 年 后 ， 它 估计 还是 不过 时 。 对于 一个 卖 包为 核心 的 品牌 ， Mulberry 在 他家 2010 春夏 广告 上 推出 的 是 新 推出 的 包款 Alexa 。 这款 包是 以 MTV 的 VJ 、 伦敦 著名 “ IT   GIRL ” Alexa   Chung 命名 。 设计师 Emma   Hill 看到 Alexa   Chung 手持 Mulberry 的 古董 男装 包 Elkington 时 决意 设计 这 包款 。 AlexaBag 的 设计 上 融合 她 Mulberry 家 “ 当家 包款 ” Bayswater 的 锁扣 和 古董 男装 包 Elkington 的 两条 搭带 ， 是 一种 新颖 的 古意 。 对于 经典 款 腻味 的 老客户 会 喜欢 它 ， 他 也 会 有 更 多 的 新 爱好者 。 这 一季 ， Dior 又 在 老调重弹 ， 演绎 起 它 的 黄金 时期 “ 40 年代 ” 。 蟒纹 的 Detective 系列 公文包 ， 又 优雅 又 复古 ， 既 是 优点 法国式 的 boyish ， 也 不失 淑女 风范 。 简直 万 搭 极了 。 
 时尚 	 T台 pk 红毯 大牌 时尚 装扮 品牌 ： Lanvin   Resort   2010   / Lanvin 的 鞋 点评 ： 真是 神奇 的 相似 哈 ， 要是 Lanvin 这个 捧 花 的 女孩 摘下 帽子 ， 我 都 怀疑 这个 是不是 就是 张榕容 ， 特别 是 肤色 和 笑意 那么 的 相似 。 纯净 的 Lanvin 花朵 白裙 ， 俏丽 的 22 岁 女孩 ， 要 的 就是 青春 飞扬 的 劲儿 ， 这个 简洁 利落 活力 快乐 女孩 给 金马 带来 了 新鲜空气 ， 在 红地毯 上 展示 如此 清丽 的 风潮 ， 不 容易 ， 不多 说 ， 享受 这 一刻 。 品牌 ： Valentino   Fall   2009 点评 ： 城嫂 还 真是 很 有 真材实料 的 ， alentino 本 就 挑人 的 黄色 V 领楞是 在 饱满 的 胸部 作用 下 凹成 了 谋杀 无数 菲林 的 焦点 ； 从 高跟鞋 到 手表 统一 的 主打 静 白色 调 ， 很 和谐 的 匹配 和 滋养 着 这个 难 伺候 的 黄色 ， 全力 在 电影圈 发展 的 城嫂 很 明显 并 没有 把 重心 放在 演绎 礼服 的 MODEL 风格 上 ， 而是 定 位于 就 着 模特 的 底子 ， 本着 很 贤惠 很亲 和 有 真性情 的 态度 和 笑容 发挥 着 ， 不 求 压倒 四方 ， 但求 实力 过 人 。 品牌 ： Elie   Saab   Fall   2009 点评 ： 当初 看 Elie   Saab 这条 裙子 最美 的 地方 是 裙 尾 ， 仿佛 似 螺旋 而 下 的 楼梯 ， 有着 建筑 上 的 空间 美 ， 即 俏 又 灵动 。 摇摇摆摆 还 很 旖旎 ， 曼玉 最 厉害 是 把 裙子 穿 的 整体 气概 那 是 一个 爽朗 了 得 ， 加 了 腰带 / 手表 / 臂 箍 增添 了 豪迈 ， 最 关键 的 是 把 原件 的 曼妙 裙角 改成 了 拖地 款 ， 那 平地 簇拥 的 丝丝缕缕 ， 那 叫 一个 蓬勃生机 的 呼应 着 砍 肩 的 半臂 袖 ， 如果 拿 把 菜刀 舞舞 也 绝不 突兀 ， 气盖 云天 的 现代版 女侠 佟湘玉 ， 能 把 衣服 气息 随着 自己 的 风格 而动 那 也 是 实力 。 品牌 ： Burberry   Spring   2010 点评 ： 前边 提 过 韩国 女星 有个 特点 之一 是 喜欢 原本 足本 的 照搬 T台 LOOK ， 其实 这 也 是 聪明 的 考虑 之一 ， 毕竟 T台 效果 凝结 很多 设计师 本身 的 构思 更好 体现 设计 感 ； 但 很多 时候 也 要 取舍 ， T台 有时 为了 做足 效果 采用 的 配饰 在 日常 中 就 会 太 突兀 ； 林 MM 这件 最大 问题 在于 额外 给 裙子 增加 的 长度 ， 这 实在 是 画蛇添足 ， 把 Burberry 非常 经典 设计 搞 得 跟 地摊 的 拼凑 一样 ( 请 注意 T台 及其 他 女星 Burberry 裙长 均 是 高 膝 的 ) ； 选择 自己 难以 驾驭 的 风格 和 妆扮 真是 辛苦 了 自己 ， 很 可惜 。 
 时尚 	 新款 春装 无 季节 混搭风 漂亮 T恤 T恤 的确 可 算是 一年四季 皆宜 的 单品 ， 也 正是 有 了 那些 式样 繁多 的 T ， 才 让 冬装 不会 太 沉闷 。 至于 具体 怎么 搭 ， 一件 保暖 度 NO1 的 羽绒服 不 就 解决 了 ！ 记得 图案 夸张 些 ， 才 有 看头 哦 ！ 短裙 + leggings 既然 leggings 一年四季 都 能 穿 ， 那么 冬天 穿 短裙 就 没 问题 ！ 今年冬天 ， 女人 味十足 的 Lady   Look 成 了 最具 代表性 的 潮流 新 指标 ， 而 修身 的 铅笔 裙 可是 决定 你 是否 Lady 的 关键步骤 。 一件 收腰 的 厚实 外套 当然 必不可少 ， 如果 可以 尽量 用超 高跟鞋 搭配 ， 它 也 是 营造 凌厉 Lady 形象 的 制胜 法宝 ！ 
 时尚 	 时尚界 最潮 的 搭配 法则 浪漫 蕾丝 春天 总是 不会 缺少 浪漫 的 元素 ， 2010 年 早春 最 突出 的 浪漫 元素 之一 就是 蕾丝 ， 大面积 铺陈 的 浪漫 蕾丝 你 可以 选择 巴洛克式 繁复 风格 的 ， 由于 做法 的 繁缛 、 层次感 多 显现出 温暖 的 视觉 感 。 高领 针织衫 外穿 吊带 蕾丝 裙 很 保暖 ， 外套 羊羔绒 大衣 ， 再 下面 是 扎实 保暖 的 leggings 和 系带 短靴 。 而 小 面积 点缀 的 甜美 蕾丝 混 搭 季节 感 很 强烈 的 皮草 大衣 ， 则 让 成熟 妩媚 的 女人味 中多 了 点 少女 的 可爱 。 这样 的 打扮 最为 适合 新年 里 的 派对 聚会 了 ！ 格纹 衬衫 格纹 衬衫 是 学院派 女生 的 专属 ， 也 是 百 搭 的 服饰 ， 衣橱 中 一件 格子 衬衫 绝对 物超所值 。 蓝黑 格子 、 红色 的 外套 ， 色彩 丰富 艳丽 ， 在 凄凉 的 冬季 绝对 抢镜 。 而 粗线 的 拉链 连帽 毛衣 外套 保暖 度 一流 ， 与 窄 腿 裤 和 马丁 靴 、 挎包 的 搭配 ， 就是 时下 最 流行 的 美式 怀旧 风格 。 
 时尚 	 组图 ： 搭配 好帮手   明星 们 最 宠 贝雷帽 导语 ： 明星 们 从来 都 是 追逐 与 引领 时尚 的 人士 ， 而 贝雷帽 一直 都 受到 明星 们 的 万般 宠爱 。 贝雷帽 让 他们 无论 出入 什么 场合 ， 都 成为 最 闪亮 的 星星 。 优雅 淑女 范 贝雷帽 绝对 是 百 搭 的 单品 ， 明星 们 做 淑女 装扮 的 时候 也 是 必不可少 的 一大 利器 。 一身 女人 味十足 的 裙装 再 搭配 一顶 至 IN 的 贝雷帽 绝对 会 被 人 认定 为 搭配 高手 ， 明星 指数 也 极度 上扬 。 
