时尚 	 组图 ： 2008 年度 最佳 着装 女明星 在 这 一年 里 ， 有人 横空出世 ， 有人 惊艳 复出 ， 有人 一如既往 地 追求 无懈可击 的 公众形象 ， 有人 从 过去 的 一片 混沌 中 蜕变 出 好 品味 。 值得 我们 效仿 的 不止 是 她们 的 穿衣 风格 ， 还有 她们 的 自信 与 勇气 。 Rihanna 无论是 在 流行 乐坛 还是 时尚界 ， 她 都 是 首屈一指 的 itgirl 。 从 华丽 的 Giambattista   Valli 黄色 晚礼服 到 新潮 的 ZacPosen 紫色 羽毛 裙 她 都 能 演绎 得 头头是道 。 她 率先 戴上 今年 最 流行 的 夸张 耳饰 ， 她 的 短发 也 被 许多 女明星 效仿 。 虽然 她 的 大腿 很 粗壮 ， 却 总是 自信 满满地 穿 上 迷你裙 ， 而且 人们 也 总是 夸 它们 既 修长 又 健美 。 Gwyneth   Paltrow 她 的 复出 惊艳 了 整个 时尚 圈 ， 35   岁 的 她 显得 比 以往 任何 时候 都 更 完美 。 她 能 把 短裙 穿 出 经典 和 高贵 感 ， 这 一方面 要 归功于 她 那双 总是 稳稳 穿着 超 高跟鞋 的 无可挑剔 的 美腿 ， 另一方面 是因为 她 最 青睐 黑 白色 。 另外 ， 今年 的 Bob 头 风潮 也 是 她 带动 起来 的 。 Fergie 她 终于 告别 了 露 肚皮 、 扭大 臀 的 混沌 时期 ， 一个 精致 版 的 Fergie 诞生 了 。 从 Grammy 颁奖典礼 上 简洁 的 CalvinKlein 黄色 晚礼服 到 平时 上街 时 的 帅气 宽松 短裤 和 娃娃 领短 上衣 ， 她 的 转变 告诉 我们 ， 能够 收放自如 的 女人 才 是 最 迷人 的 。 Anne   Hathaway 她 在 这 一年 里 的 感情生活 并 不顺 坦 ， 但是 这 丝毫 不 妨碍 她 在 红地毯 上 熠熠生辉 。 拥有 高挑 丰满 的 身材 和 醒目 五官 的 她 不仅 可以 胜任 华丽 复古 的 Roberto   Cavalli 银色 单肩 裙 和 性感 的 Marchesa 黑色 高叉 礼服 ， 穿 黑色 中性 外套 戴小 礼帽 也 一样 很酷 。 
 时尚 	 组图 ： 花开 了 就 把 花衣服 穿 上身 春天 来 了 ， 花都 开 了 。 我们 怎么 能 只 看着 花朵 在 那边 争奇斗艳 ， 而 只 坐在 一旁 静静 观赏 。 快 把 各式各样 的 大花 穿 上身 ， 在 花儿 的 簇拥 下 让 自己 成为 春日 里 最 美丽 的 花仙子 。 甜美 的 粉色 针织 上衣 ， 因为 玫瑰 的 图案 更显 女性 温婉 ， 只 在 腰节 以上 印花 外 加深 V 领 的 设计 ， 视觉 上 突出 了 胸部 曲线 ， 看上去 更加 丰满 。 浪漫 的 大 荷叶 做成 袖子 ， 遮盖 了 大臂 的 小肉 肉 ， 胸部 下 拼接 的 雪 纺花 裙 ， 高腰 的 设计 老 长 身材 比例 ， 腰部 类似 腰封 的 褶皱 更是 特别 ， 设计 感 十足 的 花裙 难道 你 不想 拥有 一件 吗 ？ 桃红色 的 花朵 没有 布满 全身 ， 而是 与 流行 的 波点 图案 组合 搭配 ， 棉质 的 舒适 质感 ， 甜美 笑容 的 你 给人以 一种 没有 负担 的 感觉 。 雪纺 和 印花 图案 绝对 是 完美 的 组合 搭配 ， 突显 女人 气质 。 硬朗 的 马靴 不但 抵御 还略感 微寒 的 天气 ， 更添 帅气 的 感觉 ， 围巾 也 是 造型 感 十足 。 
 时尚 	 组图 ： 薄纱 小 内衣 满足 男人 好色 心理 性感 内衣 今季 更加 时髦 、 简洁 、 自信 。 配合 缤纷 奢华 的 时尚 设计 实在 令人 爱不释手 ， 系列化 的 主题 不仅 有 文胸 、 内裤 ， 更 有 吊 背心 、 家居服 等 款式 ， 满足 完美 的 整套 搭配 和 时尚 品 的 收藏 爱好 。 
 时尚 	 人淡如菊 ： 蒋雯丽 教 你 成为 百变 熟女 ( 组图 ) 前不久 ， 蒋雯丽 出席 中国 国际 时装周 ， 为 某 意大利 知名 运动 品牌 助阵 。 当天 蒋雯丽 以 一身 中性 装束 示人 ， 简单 干练 又 不失 成熟 知性 。 蒋雯丽 一个 清澈 淡雅 的 独特 女子 ， 她 的 特别 来自 她 自身 的 安静 而 又 淡雅 的 气质 。 那么 在 平常 的 生活 之中 ， 蒋雯丽 又 是 个 扮演着 一个 什么样 的 角色 呢 ？ 现在 就 随小编 一 起来 看看 吧 ！ 搭配 指南 ： 蒋雯丽 的 中性 打扮 ， 简约 大方 ， 干练 又 不失 成熟 知性 。 帅气 的 帽子 更添 一份 随性 的 风格 。 搭配 指南 ： 一件 独具 中国 特色 的 长 罩衫 ， 清新 淡雅 的 感觉 正好 迎合 了 蒋雯丽 独特 的 气质 。 搭配 指南 ： 对于 169cm 的 蒋雯丽 来说 ， 一件 包身 的 鱼尾 长礼 裙 很 能 展现 她 那 高挑 的 身材 ， 另外 低胸 以及 礼裙 上 亮线 的 点缀 让 她 显得 更加 性感 。 搭配 指南 ： 黑白 的 经典 装扮 最 适合 成熟 又 知性 的 女性 ， 腰部 的 褶皱 感 增加 年轻 感 。 
 时尚 	 清明 出游 ： 10 款 实用 搭配 推荐 ( 组图 ) 清明 小 放假 三天 ， 小编 选择 和 好 朋友 一起 去 自助游 ， 不 知道 大家 都 是 什么样 的 打算 呢 ？ 不过 抓住机会 游玩 、 扮靓 是 每个 女生 都 喜欢 的 是 ， 以下 推荐 小 假期 装扮 10 款 ， 比较 实用 的 打扮 针对 假期 各种 场合 。 1 、 阔腿裤 最舒服 请 注意 上衣 肩领 两种 面料 的 拼接 的 独特 设计 ， 搭配 大脚 阔腿 裤腰 际 配一 腰带 ， 衣服 肩 比较 宽 ， 可露 肩 穿 ， 也 可 按 正规 的 穿 ， 只要 你 懂得 穿衣 ， 同 一款 衣服 便 可 穿 出 不同 风格 。 2 、 宽松 连帽衫 小 运动感   休闲 衫 手感 柔软 ， 与 紧身 牛仔裤 的 结合 ， 大方 时尚 。 你 可以 找 一个 条文 包来 搭配 ， 一点 运动 休闲 的 味道 ， 很 自由 很 舒适 。 3 、 亮丽 针织衫 单色 的 针织衫 之前 给 大家 介绍 过 ， 清明 出游 更好 用 的 着 ， 搭配 双肩包 也 没有 问题 ， 随身带 一间 小 外套 来 防寒 ， 颜色 制胜 ！ 4 、 运动装 自助游 希尔顿 的 喜欢 运动装 ， 跟着 她 一起 出镜率 极高 。 或许 正 因为 运动装 的 舒适 。 旅游 出行 ， 总是 她 的 首选 ， 带给 人 赏心悦目 的 时髦 造型 ， 你 也 可以 学 一下 哦 。 
 时尚 	 组图 ： 4 月 出游 短外套 时髦 又 实用 短款 外套 总是 能够 更好 的 体现 女孩 活泼 俏丽 的 感觉 ， 而且 相比 长款 的 大衣 或者 风衣 ， 短外套 会 更加 随意 自如 ， 同时 也 可以 应对 出游 ， 实用性 很强 ， 所以 短款 外套 很 热销 ， 以下 几款 短外套 更是 热中 之 热 哦 ！ 正在流行 ： 短 摆 上装 却 又 加 了 腰带 的 设计 非常 别致 ， 同时 也 提高 了 腰线 拉长 了 身材 的 比例 ！ 正在流行 ： 浅蓝色 格子 外套 非常 典雅 ， 文静 端庄 而且 充满 女人味 ， 而且 蕴涵 优雅 的 知性 味道 。 正在流行 ： 红色 和 绿色 的 搭配 非常 有 特点 ， 通过 颜色 的 强烈 反差 强调 了 女孩 热情 活泼 的 感觉 。 正在流行 ： 把 运动 休闲 和 知性 干练 结合 起来 ， 这 也 是 知名 运动 品牌服装 设计 深度 的 体现 ， 颜色 的 选择 也 很 经典 。 
 时尚 	 组图 ： G20 金融 峰会 各国 第一夫人 秀 时装 编者按 ： 据 英国 媒体 4 月 2 日 报道 ， G20 峰会 目前 正在 伦敦 举行 ， 当 各国 领导人 在 展开 紧张 的 外交活动 时 ， 他们 的 夫人 们 却 在 伦敦 上演 着 一出 精美 的 时装秀 。 各国 第一夫人 竟相 穿着 抢眼 的 服饰 ， 以 展现 在 自己 的 风格 和 魅力 。 各国 第一夫人 G20 峰会 争奇斗艳 秀 时装 ， 俨然 一副 将 G20 会议 演变成 夫人 们 的 “ 手袋 会议 ” 模样 。 美国 总统 奥巴马 与 夫人 米歇尔 抵达 英国 ， 米歇尔 的 V 领明 黄色 连衣裙 格外 惹眼 ， 高 腰带 的 搭配 很 有 时尚 品味 。 明黄 的 色彩 与 她 小麦 色 的 肌肤 搭衬 对比 更加 强烈 。 奥巴马 携 夫人 米歇尔 正在 白金汉宫 与 女王 会晤 ， 米歇尔 这 身 黑色 套装 显得 十分 庄重 典雅 ， 珍珠项链 的 搭配 非常 得体 大方 。 米歇尔 穿着 购自 她 钟爱 的 J . Crew 服饰店 的 耀眼 的 奶油色 开襟 羊毛衫 ， 搭配 绿色 直筒 长裙 ， 与 莎拉 前往 西 伦敦 Maggie ' s 癌症 中心 参访 。 莎拉 则 以 海军 色 的 套装 打扮 ， 突显 了 她 的 身材 ； 褶状 的 领口 设计 ， 既 突出 了 莎拉 的 发色 ， 也 衬托出 她 的 好 皮肤 。 相比之下 ， 虽然 显得 有些 过于 严肃 ， 但是 和 当下 的 不景气 相得益彰 ， 暗示 这次 峰会 的 话题 并 不 轻松 。 
 时尚 	 组图 ： 妙 穿 时尚 裙装   为 你 修长 美腿 编者按 ： 要 到 穿 裙子 的 季节 了 ， 你 还 在 担心 双腿 过 粗 而 不感 尽情 释放 自己 的 美好 吗 ？ 现在 就 开始 行动 起来 ， 选择 一套 最 适合 你 的 裙装 搭配 ， 立刻 打消 你 这个 “ 粗腿妹 ” 对 裙子 的 恐惧感 吧 ！ 小编 点评 ： 今年 很 流行 的 亮色 系 的 连衣裙 一定 能 让 你 更加 吸引 大家 的 注意 ， 特别 是 桃红色 与 你 白皙 的 皮肤 分外 搭配 ， 让 视线 从 粗 腿 上移 开 。 小编 点评 ： 亮色 系 的 裙装 在 这 一季 一款 不错 的 选择 ， 亮丽 的 颜色 足够 吸引 大家 的 目光 ， 黄色 连衣裙 让 你 更 具有活力 动感 ， 如此 明媚 光彩 的 淑女 造型 ， 你 怎么 能够 错过 呢 ？ 小编 点评 ： 黑色 具有 独特 的 修身 作用 ， 是 其他 颜色 所 无法 达到 的 效果 ， 黑色 的 连衣裙 本身 就 具有 修身 的 效果 ， 裙尾刚 到 膝盖 的 长度 能够 对 你 的 双腿 起到 绝佳 的 修饰 作用 ， 轻盈 的 褶 摆 更是 运用 得 恰到好处 。 小编 点评 ： 灰色 的 连衣裙 同样 不会 让 你 失色 ， 充满 女性 魅力 的 蕾 撕 细节 与 裙 身上 的 褶皱 裙摆 能够 对 你 的 身材 起到 装饰 的 作用 ， 充满 文静 的 淑女 气息 的 同时 也 能 为 你 解决 恼人 的 腿部 问题 。 
 时尚 	 组图 ： 悠游 春日   像 她 一样 悠然 穿行 街头 在 漫长 而 寒冷 的 严冬 过后 ， 春日 的 绚丽 缤纷 唤醒 了 人们 的 蓬勃 活力 。 跟着 一幅幅 充满 视觉 冲击 的 画面 ， 感受 一份 既 生动 又 愉悦 的 女性 气息 。 色彩 幻梦 年轻 的 女孩 总是 充满 梦想 ， 而 缤纷 的 包袋 如同 一个个 跃动 的 音符 ， 悦目 的 色彩 就是 它们 的 语言 ， 编织 着 女孩 的 梦想 ， 如 花朵 般 在 倾诉 动人 的 故事 。 春日 圆舞曲 乐观 的 女孩 ， 用 柔软 的 包袋 满满 装载 一曲 优美 的 春日 圆舞曲 ， 鲜艳 的 明黄 如同 女孩 明媚 的 心情 ， 随时随地 都 在 释放 快乐 。 心情 私享 家 心爱 的 他 还 没有 出现 ， 等待 中 掺杂 着 按捺不住 的 雀跃 。 浓情 芬芳 的 甜蜜 ， 都 写 在 了 女孩 的 脸上 。 蟒蛇 皮革 制成 的 包袋 ， 软软 地 搭 在 地上 ， 散发 着 迷人 的 气息 ， 就 像 她 的 心情 一样 柔软 浪漫 。 悠游 春日 在 阳光灿烂 的 早春 三月 街头 悠然 穿行 ， 脸上 的 自得 与 快乐 ， 一如 那 帆布包 袋 上 童趣 十足 的 涂鸦 。 腕上 的 金属 感 Bonnie   包袋 ， 用 明快 的 色彩 和 闪耀 的 金属光泽 完美 捕捉 着 春 之 神韵 。 
 时尚 	 组图 ： 日 韩系 街头 时髦 实拍   完全 搭配 指南 编者按 ： 日 韩 时尚 一直 是 有着 属于 自己 的 风格 与 个性 的 ， 走 在 亚洲 的 前面 ， 成为 年轻人 时尚 的 追求 ， 下面 是 小 编为 你 集合 播报 的 几组 日 韩系 女生 的 搭配 ， 看看 她们 的 个性 在 哪里 ？ 短裤 篇 ： 扮靓 法则 ： 层头感 突出 的 上衣 + 个性 短裤 + 丝袜 小编 点评 ： 看日 韩 女生 们 那 酷酷 的 短裤 配 上 丝袜 ， 的确 有点 与众不同 的 味道 ， 上衣 也 是 选择 一些 层次 叠 穿 的 方法 。 但 值得注意 的 是 短裤 的 色彩 与 丝袜 的 色彩 合协 ， 如果 想 个性 的话 ， 不妨 也 试下 最 左边 的 那个 女生 的 搭配 。 长裤 篇 ： 扮靓 法则 ： 宽松 小衫 + 九分 仔裤 + 斜 挎 大包 小编 点评 ： 宽松 的 上衣 突出 的 是 休闲 与 个性 的 特质 ， 搭配 一条 深色 牛仔 九分 裤 ， 女性 的 妩媚 与 特点 顿时 体现 出来 。 一袭 长裤 在 增加 职业 感 的 同时 并 不失 风情 ， 当然 ， 刻板 的 上衣 当然 要 被 淘汰 出局 的 ， 选择 一些 时 下 流行 的 泡泡 袖 上衣 ， 或是 上衣 加些 蕾丝 花边 衫 都 是 未尝不可 的 ， 因为 长裤 会 让 一切 看起来 很 得体 。 鞋子 篇 ： 扮靓 法则 ： 个性 凉鞋 + 款式 新颖 ( 色彩 不定 ) 小编 点评 ： 日 韩系 女生 最大 的 特点 是 敢 穿 ， 当然 并 不是 乱穿 ， 要 穿 出 个性 与 特色 ， 看 以上 几款 凉鞋 最大 的 特点 就是 个性 哦 。 包包 篇 ： 扮靓 法则 ： 款式 稍大 的 包包 + 个性 色彩鲜明 小编 点评 ： 不是 所有 的 大包 都 好看 ， 但 也 要 根据 自己 身高 来 决定 的 ， 选择 一款 适合 自己 包包 ， 色彩 上 也 要 特别 的 注意 是否 与 当天 的 着装 相 搭 。 各种 款式 的 包包 ， 成为 女生 们 搭配 服装 的 重点 ， 不论是 大是 小 ， 色彩 的 多变 ， 都 能 带来 不 一样 的 味道 。 配饰 篇 ： 扮靓 法则 ： 个性 的 项链 、 腕饰 、 手表 小编 点评 ： 其实 每个 人 都 有 最 适合 的 配饰 ， 有点 个性 但 又 具有 装饰性 的 手表 不妨 是 个 不错 的 选择 哦 ！ 
 时尚 	 组图 ： 明星 街头 演绎 今季 最 流行 荧光 色 黄伟文 曾经 写过 ， 有些 衫 是 可以 穿住 影相 的 ， 但 不能 动弹 ， 因为 一 走路 ， 各种 美妙 的 比例 啊 皱褶 啊 就 会 集体 变形 。 而 这 一季 ， 让 人 不能 忽略 的 元素 ， 是 荧光 色 ！ 前几日 看到 一张 Kate   Moss 的 街 拍 ， 很 正 的 粉红 荧光 色 。 当下 跃跃欲试 — — 胖子 通常 很 忌讳 这种 抢眼 ， 但 搭配 在 全身 黑 里面 ， 是否 会 减轻 膨胀 呢 ？   另外 还有 贪心 ， 除了 粉色 ， 黄色 与 橙色 也 都 想 收入 囊中 ， 活泼 ， 再 活泼 点 。 一切都是 由 Kate   Moss 这张 街 拍 引起 的 。 全身 打扮 无 甚 特别 ， 这种 款式 的 长靴 塞 裤腿 进去 多少 有点 别扭 。 然而 荧光粉 色 仍然 牢牢 抓住 视线 ， 认真 醒目 。 当即 就 想 ， 啊 ， 如果 普通人 也 来 这样 穿 好不好 ？ 荧光粉 色 无论如何 都 有种 娇媚 感 ， 但 要 搭配 什么 十分 难 选择 。 通常 都 会 选 白色 ， 但 往往 容易 有 刺眼 感 ， 不压点 别的 什么 色彩 下去 就 会 很 浮 。 可是 只 单纯 用 黑 ， 又 显得 死板 压抑 。 干脆 三色 叠 搭 ， 按 光线 反射 度 逐一 递减 ， 倒 也 是 个 好 办法 荧光 橙色 之 可爱 ， 也 甚具 吸引力 。 Chanel 倒 不必 了 ， 那条 抽象 线条 的 裤 是 很 顺眼 的 。 这种 色彩 如果 单独 出列会 太 抢眼 ， 甚至 到达 把 整体 吞没 的 程度 。 不妨 夹杂 在 一些 花纹 图案 当中 ， 反衬 提亮 ， 更 有 感觉 。 例如 抽象 线条 、 黑白 千鸟 格 、 兽纹 … … 有 了 荧光 橙色 的 点缀 ， 热情 得 多 。 或者 作为 黑 与 灰 之间 的 渐进 也 不错 ， 有种 夕阳 的 柔和 味道 。 当 王菲 被 狗仔队 在 大望路 地区 拍到 的 时候 ， 一张 脸 还是 当年 模样 啊 。 诸位 ， 通常 在 北京 的 大马路 上 ， 是 这么 穿 的 了 ， 天后 也 不 例外 ， 大家 经常 在 街 拍 上 看到 北京 各路 潮人 ， 觉得 穿 搭 出色 ， 那 是因为 他们 基本上 不 出现 在 户外 … … 大望路 这个 地区 ， 东边 是 新光 天地 华贸 中心 ， 基本上 是 在 北京 生活 的 港台 同胞 打扮 最 顺眼 的 那 部分 聚集地 ， 例如 地下 超市 里 可以 看到 张曼玉 ， 又 或者 楼上 鼎泰丰 被 我们 一直 评为 08 年 帅哥 出现 最多 的 餐厅 。 而 马路 对面 的 西边 ， 则 有 若干个 小吃店 、 垃圾站 组成 … … 穿 了 对 GUCCI ， 绝 踩 不 下去 。 南边 是 后现代 城 以及 不远 的 长途 客运站 。 即 是 说 ， 阁下 如果 穿 得 十分 精致 ， 就 只能 在 新光 周围 的 购物 圈里 小小 活动 。 不能 任意 过 马路 ， 不能 随便 走来走去 。 因为 呢 ， 即使 没有 小吃店 和 垃圾站 ， 道路 也 是 崎岖不平 的 ， 穿极细 高跟鞋 就 会 随时 仆街 。 但凡 稍微 从事 一些 体力 工作 ， 或 需要 步行 超过 10 分钟 ， 都 没有 什么 办法 能 维持 住 街 拍 水准 的 打扮 。 
 时尚 	 组图 ： 穿 对 牛仔 春季 出游 做个 俏 美人 春暖花开 ， 正是 出游 的 好时机 。 什么 才 是 你 出游 必备 的 好 行头 呢 ？ 现在 就让 小 编来 告诉 你 最 适合 春季 出游 的 牛仔装 ， 一定 让 你 满意 到底 ！ 搭配 点评 ： 直筒 的 仔裤 ， 选择 较 宽松 的 感觉 或许 会 更 适合 你 出游 ， 上 搭 一件 薄薄的 针织 开衫 ， 再 加上 一双 中 长靴 。 一身 轻松 休闲 的 装扮 给 你 带来 愉悦 的 好 心情 。 搭配 点评 ： 带有 微喇 的 牛仔裤 一定 让 你 女人味 倍增 ！ 但是 加上 高跟鞋 一定 不会 是 明智 的 选择 ， 轻松 休闲 才 是 最好 ！ 搭配 点评 ： 铅笔 裤 这 一季 最 受欢迎 ， 上配 一件 长款 的 T 衫 ， 轻松 休闲 也 不失 春天 的 感觉 ， 黑白 的 搭配 也 很 明快 ！ 搭配 点评 ： 牛仔裤 配 长衫 正是 你 这 一季 出游 的 装扮 ， 内 搭 一件 小 T 衫 中性 又 休闲 的 感觉 当然 一身 轻松 。 
 时尚 	 巧穿 白色 小 白领 也 能 变 明星 白色 衣衣 的 好处 多得 不能 再 多 啦 ， 什么 清纯 啊 、 干净 啊 、 淑女 啊 ， 样样 都 足以 让 人 爱 上 它 。 巧妙 的 穿 好 白色 ， 即使 是 平凡 小女生 一枚 的 你 ， 也 可以 漂亮 得 好像 一个 SD 娃娃 ， 赶快 和 甜蜜 教主 Cyndi 来 学学 吧 。 
 时尚 	 组图 ： 细数 奢华 韩剧 里 的 山寨 大牌 电视剧 ， 电影 中 出现 大牌 的 身影 已 不是 什么 新鲜事 。 如果 多 是 “ 山寨 ” 版 横行 ， 似乎 就 有些 不如人意 了 。 这 不 ， 最近 热播 的 《 花样 男子 》 ( 韩版 《 流星花园 》 ) 就 出现 这样 的 状况 。 疑似 大牌 山寨 版 ： Cartier 卡地亚   豹 胸针 饰演 天才 陶瓷 制作 家 的 金范 ， 好几套 西装 造型 中 ， 装饰 在 胸口 的 别针 显然 是 珠宝 大牌 Cartier 标志性 的 豹型 胸针 ！ 为了 体现 人物 的 贵族 气质 ， 借用 Cartier 作为 皇室 珠宝商 的 标志 作品 。 这个 胸针 一眼 就 能 看 出来 完全 翻版 了 原作 ， 但 作为 一个 古董 级 的 珠宝 作品 卡地亚 官方 估计 也 没想到 能 出现 这个 红色 宝石 的 现代版 ！ 山寨 嫌疑 ： 90% 疑似 大牌 山寨 版 ： 还是 Cartier 这个 “ 世界 顶级 企业 ” 的 女老板 的 手袋 也 有 来头 。 没有 出现 惯常 的 Louis   Vuitton ( 手袋 ) ，   或者 Gucci ( 化妆品 ， 手袋 ) ， 而是 一些 低调 的 ， 没有 张扬 的 大 LOGO 的 顶级 皮具 。 这 只 玫 红色 的 手袋 从 造型 到 款式 都 颇似 卡地亚 烟草 色 小牛皮 “ 马塞尔 ” 手袋 。 但 依然 ， 这个 特别 的 枚 红色 除非 是 卡地亚 推出 了 绝无仅有 的 韩国 限量版 ， 不然 ， 山寨 的 嫌疑 依然 难以 洗清 哦 。 山寨 嫌疑 ： 60% 看 完 了 疑似 山寨 大牌 ， 我们 来 看看 奢华 剧中 那些 让 人 羡慕 的 真正 大牌 吧 ！ Loewe 的 Amazona 公事包 韩版 道明寺 的 未婚妻 富家女 ， 手提 Loewe 的 Amazona 公事包 ， 华丽 丽 的 大 LOGO 吸引 人们 的 目光 。 Cartier 的 飞行员 腕表 李民浩 饰演 的 具俊 杓 ( 道明寺 ) 搭配 的 这款 黑色 Cartier 的 飞行员 腕表 ， 充满 大气 又 霸道 的 感觉 。 Gucci2008 秋冬 款 李民浩 饰演 的 具俊 杓 ( 道明寺 ) 身着 Gucci   2008 秋冬 款 ， 宫廷 造型 充满 贵族 气息 。 
 时尚 	 组图 ： 职场 OL 必备 哪类 优雅 派 套装 以 带动 潮流 为 使命 的 时尚界 ， 对于 经典 套装 表达 出 足够 的 敬意 ， 说明 套装 之 于 女性 的 重要性 。 一身 优雅 的 套装 ， 让 女士 拥有 完美 的 商务 形象 ， 如同 勇士 的 战衣 ， 强化 你 的 自信 ， 帮 你 打造 职场 话语权 。 优雅 套装 搭配 建议 ： 1 . 套装 大方 优雅 ， 是 不易 出错 的 商务 着装 选择 。 搭配 不同 感觉 的 鞋 包 ， 就 可以 给 人 或 华贵 或 活泼 的 印象 。 2 . 如果 担心 黑色 套装 过于 压抑 ， 那么 就 选择 不同 剪裁 吧 。 七分 袖 的 修身 西装 上衣 适度 露出 肌肤 ， 增加 性感 魅力 。 而 不规则 拼接 的 花苞 裙则 为 呆板 廓型 增添 动感 。 3 . 英气 十足 的 粗 呢 套 装配 上 硬朗 金属 胸饰 ， 彰显 管理层 气度 。 而 非 西装 领 的 设计 、 鱼嘴 高跟鞋 的 细节 点缀 ， 完美 体现 商务 女性 的 严谨 态度 。 
 时尚 	 组图 ： 10 款 文胸 美丽 无痕 大 考验 你 是不是 狂爱 购物 ， 却 不愿 经历 繁复 的 试穿 试戴 ？ “ 精挑细品 ” 栏目 专 为 “ 懒试 ” 一 族 提供 最 贴心 的 体验 报告 ， 让 你 只 需纸 上 “ 货比三家 ” ， 便 可 轻易 挑 到 中意 之选 。 你 还 可以 来信 告知 购买 目标 ， 说不定 下 一期 的 选题 就是 为 你 专属 奉上 。 文胸 是 女人 重塑 身材 的 绝佳 武器 ， 选到 一件 适合 自己 的 完美 文胸 ， 不仅 能令 Cup 升级 、 性感 加 分 ， 更会 让 你 平添 自信 。 随着 天气 渐暖 ， 为 自己 添置 一款 能够 搭配 轻薄 服装 的 无痕 文胸 ， 便 成为 很多 人 当下 的 首要任务 。 虽然 各大 内衣 品牌 每逢 春夏 便 大 打 无 痕牌 ， 听 上去 似乎 只要 穿 上 它们 就 可以 “ 美丽 不露痕迹 ” ， 然而 事实 真的 如此 吗 ？ 本次 我们 特意 挑选 了 9 大 品牌 的 10 款无痕 文胸 进行 亲身 体验 ， 全面 测试 它们 美丽 与 无痕 的 综合 功力 。 挑选 无痕 文胸 的 8 项 准则 ： 预备 功课 设计 是否 时尚 美观 ？ 罩杯 表面 是否 平滑 无痕 ？ 肩带 是否 无痕 ？ 罩杯 边缘 是否 服帖 ？ 钢托 是否 舒适 ？ 罩杯 的 包容性 是否 良好 ？ 拢 胸 效果 是否 良好 ？ 造型 是否 圆润 ？ 特别 提示 对于 尺码 要求 非常 严格 的 无痕 内衣 ， 不同 身材 的 感受 会 有 不同 ， 关键 是 要 选择 适合 自己 的 尺码 及 罩杯 ， 不同 品牌 的 同一 罩杯 型号 细节 上 都 会 有 差异 ， 因此 ， 我们 的 体验 报告 仅供参考 。 无痕 考验 1 设计 感 ： ★ ★ ★ ★ 罩杯 表面 平滑 度 ： ★ ★ ★ ★ 肩带 无痕度 ： ★ ★ ★ ★ 罩杯 边缘 服帖 度 ： ★ ★ ★ ★ ★ 钢托 舒适度 ： ★ ★ ★ ★ 罩杯 包容性 ： ★ ★ ★ ★ ★ 拢 胸 效果 ： ★ ★ ★ ★ 造型 圆润 度 ： ★ ★ ★ ★ ★ 体验 报告 ： 一层 波浪 边 蕾丝 ， 令 传统 的 1 / 2 罩杯 设计 流露出 俏皮 的 小 性感 。 塑造 圆润 胸型 是 华歌尔 的 长项 ， 这款 也 不 例外 ， 托胸 效果 很 好 ， 曲线 过渡 非常 自然 。 无痕 效果 ： 无痕 效果 不错 ， 出色 的 胸部 塑性 效果 非常适合 平胸 的 女生 穿着 。 黑色 无痕 文胸   华歌尔   290 元无痕 考验 2 设计 感 ： ★ ★ ★ 罩杯 表面 平滑 度 ： ★ ★ ★ ★ ★ 肩带 无痕度 ： ★ ★ ★ ★ 罩杯 边缘 服帖 度 ： ★ ★ ★ ★ 钢托 舒适度 ： ★ ★ ★ ★ ★ 罩杯 包容性 ： ★ ★ ★ ★ ★ 拢 胸 效果 ： ★ ★ ★ ★ 造型 圆润 度 ： ★ ★ ★ ★ ★ 体验 报告 ： 胸型 倒 是 够 圆润 ， 不过 让 人 感觉 后天 加工 的 成分 稍重 。 加宽 的 侧边 能 很 好 地 归拢 腋下 及 背部 的 赘肉 ， 并 统统 归为 “ 胸 ” 用 。 无痕 效果 ： 面料 和 造型 都 很 平滑 无痕 ， 只是 底边 有些 过厚 ， 不能 穿 太紧 的 衣服 。 肤色 无痕 文胸   Wolford   1310 元无痕 考验 3 设计 感 ： ★ ★ ★ ★ ★ 罩杯 表面 平滑 度 ： ★ ★ ★ ★ ★ 肩带 无痕度 ： ★ ★ ★ ★ 罩杯 边缘 服帖 度 ： ★ ★ ★ ★ ★ 钢托 舒适度 ： ★ ★ ★ ★ ★ 罩杯 包容性 ： ★ ★ ★ ★ ★ 拢 胸 效果 ： ★ ★ ★ ★ ★ 造型 圆润 度 ： ★ ★ ★ ★ ★ 体验 报告 ： 这 款 文胸 设计 上 兼具 1 / 2 和 3 / 4 罩杯 的 特点 ， 别致 且 性感 ， 上身 效果 令人 惊喜 ， 托胸 和 拢 胸 效果 极佳 ， 立刻 感觉 罩杯 升级 。 胸型 曲线 很 圆润 自然 ， 罩杯 表面 质感 也 非常 舒适 柔滑 ， 底边 与 肌肤 贴合 紧密 而 无 压迫感 ， 而且 几乎 感觉 不到 钢托 的 存在 。 无痕 效果 ： 即使 穿 上 紧身 轻薄 的 吊带 背心 也 能 做到 平滑 无痕 。 
