家居 	 屋顶花园 与 室内 生动 的 空间 关系 ( 图 ) 如今 ， 伴随 着 企业 在 办公 模式 、 管理 方式 ， 内部 组织 结构 的 变化 ， 对 办公 空间 也 提出 了 新 的 要求 。 设计师 认为 办公建筑 更 像是 承载 着 工作人员 活动 的 容器 ， 需要 有 充分 的 流动性 和 适应性 ， 用来 满足 不同 的 功能 的 需要 。 我们 可以 清晰 的 看见 在 空间 处理 上 ， 室内 以 规整 有序 的 建筑 结构 为 三维 框架 ， 在 立体 的 框架 中 设置 不同 的 功能 单元 ( 会议 、 办公 、 接待 等 ) ， 通过 中庭 楼梯 等 多种形式 的 交通 空间 将 其 串联 起来 。 置身 在 办公 空间 内部 的 人们 ， 在 感受 令人 愉悦 的 内部 外部 景观 的 同时 ， 也 能 感受 到 室内外 花园 、 屋顶花园 与 建筑 、 室内 生动 的 空间 关系 。 
 家居 	 明清 家具 的 装饰 风格 ( 图 ) 客厅 是 这个 家中 最 精彩 的 部分 ， 除了 沙发 是 现代 风格 的 ， 其余 都 或多或少 借鉴 了 明清 家具 的 装饰 风格 。 其中 ， 那 张足 有 5 米长 的 八人 餐桌 简直 就是 古典家具 的 复刻版 ， 除了 在 尺寸 和 比例 上 稍 有 改动 之外 ， 细节 雕刻 和 线脚 花纹 都 与 传统 式样 一脉相承 。 旁边 ， 中式 雕花 条案 被 当做 餐边 柜 使用 ， 主人 尤其 喜欢 那 雕龙画凤 的 细节 。 说来 也 奇怪 ， 这组 家具 与 一旁 的 现代 沙发 虽同处 一室 却 一点 也 不 冲突 ， 现代 的 简约 体块 与 幽婉 的 复古 情调 就 在 这种 强烈 对比 之中 找到 了 和谐 共存 之道 。 客厅 的 落地 玻璃窗 面向 小区 景观 最好 的 区域 ， 户外 郁郁葱葱 的 景色 为 室内空间 增添 了 不少 自然 清新 的 气息 。 在 这里 ， 冯晓勇 饶有兴致 地 布置 了 一组 情趣 小景 ， 一张 鲜红色 的 条案 搭配 几只 嫩绿色 的 靠垫 、 树枝 形铁艺 烛台 架 着 八支 纤细 的 绿色 蜡烛 。 半透明 的 纱帘 此时 也 算是 空间 视觉 的 催化剂 ， 半遮半掩 之间 ， 却 也 多 了 不少 东方 独有 的 迷情 意境 。 
 家居 	 昏暗 的 老洋房   咿咿呀呀 的 靡靡之音 ( 图 ) 旗袍 女人 巩俐 ： 昏暗 的 老洋房   咿咿呀呀 的 靡靡之音 巩俐 在 《 爱神 — 手 》 中 扮演 交际花 华 小姐 ， 传统 旗袍 所 包裹 的 含蓄 ， 也 被 片中 巩俐 的 美艳 与 颓废 彻底 颠覆 。 
 家居 	 昏黄 的 灯光   木质 家具 ( 图 ) 有人 如此 评价 王家卫 的 电影 《 花样年华 》 ：   无法 抗拒 而 又 绮丽 无比 的 东方 之美 ； 一个 有关 人生 的 命题 、 一段 互为 交织 的 爱情 ； 一种 紧张 、 神秘 、 情欲 的 调子 ， 一场 苦乐 参半 的 梦 。 小 编用 花样年华 形容 以下 的 家 ， 怀旧 的 上海 皮沙发 ， 昏黄 的 灯光 ， 木质 家具 另人 仿佛 到 了 《 花样年华 》 的 情景 中 去 。   
 家居 	 易碎 材质 的 碗盘 餐具 ( 图 ) 分类 3 易碎 材质 的 碗盘 餐具 ◎ 收纳 位置 与 形式 ： 下柜 抽屉 、 上方 吊柜 与 开放 层板 餐具 的 摆设 较为 弹性 ， 不论 上 、 下柜 都 适宜 ， 不过 ， 瓷器 类 材质 或 大型 的 餐盘 、 餐碗 ， 仍然 建议 收纳 在 厨具 下柜 ， 避免 因拿取 不稳 造成 摔破 的 危险 ， 加上 抽屉 形式 的 容量 较大 ， 更能 因应 不同 的 餐具 形状 、 大小 ， 自由 调整 柜内 的 活动 圆棍 插孔 来 固定 。 另一方面 ， 随着 各家 的 餐具 、 杯具 款式 越来越 具 设计 感 ， 不妨 将 其 摆放 在 上方 的 吊柜 ， 并 搭配 开放 层板 或 透明 的 厨具 门片 ， 达成 兼顾 收纳 储物 与 展示 收藏 的 美观 功能 ， 增添 厨房 的 可看性 与 设计 质感 。 分类 4 高 危险性 的 刀具 与 用餐 器具 ◎ 收纳 位置 与 形式 ： 台面 底端 收纳 刀盒 、 中段 壁面 挂杆 刀架 、 台面 下方 第一层 抽屉 各种 功能 的 料理 用刀 组是 家家 厨房 的 必备 工具 ， 尤其 因为 易 造成 危险 的 使用 考虑 ， 收纳 上 更 需 特别 注意安全 ； 通常 多 分成 专用 抽屉 与 台面 式 、 隐藏式 壁面 刀架 盒 设计 ， 有时 也 会 加设 砧板 收纳 架 一体 成型 。 刀叉 、 筷子 、 汤匙 等 零碎 多元 的 用餐 器具 ， 则 分门别类 放置 于 抽屉 内 的 分隔 收纳盒 。 进口 厨具 甚至 会为 名牌 器具 量身 规划 细部 的 收纳 规格 ， 并 以 丝绒 等 软性 材质 而成 ， 给予 精致 食器 最佳 的 保护 。 
 家居 	 映现 欧式 经典 浪漫 豪宅 ( 组图 ) 豪宅 设计 的 重点 在于 展现 空间 的 气度 与 完整性 ， 整体 风格 以 英式 新 古典 演出 加上 装置 艺术风格 为 主轴 ， 大量 ? 用 方型 框架 及 装饰 柱 加以 延伸 ， 在 比例 上 的 分配 对称 完美 。 本案 为了 将 居住者 的 生活 与 空间 做 最 完整 的 串连 ， 因此 陈燕萍 设计师 利用 ? 具 作为 空间 风格 的 主导 ， 注入 欧式 古典 元素 ， 进而 将 豪宅 独具 的 磅 ? 气势 透过 刻意 低调 手法 ， 展 演出 十足 沈稳 的 奢华 品味 。 欧式 古典风格 的 精神 主轴 首重 对称 设计 、 层次感 与 弧形 曲线 ， 因此 陈燕萍 设计师 在 “   掌握 空间 气度 ， 捕捉 细节 深度 ” 的 设计 前提 之下 ， 不仅 以 女性 的 细腻 特质 来 规划 豪宅 ， 更 透过 观察 以及 与 屋主 家人 的 互动 ， 勾勒 每位 成员 的 真正 需求 与 生活 品味 ， 其中 对于 空间 气度 的 掌握 与 深度 细节 的 捕捉 ， 更是 在 众多名 设计师 当中 脱颖而出 的 致胜 关键点 之一 。 
 家居 	 春天里 的 梦幻 玫瑰园 ( 组图 ) 玫瑰 如 瀑布 般 层叠 翻涌 着 冲出 篱笆 ， 肆意 攀爬 在 凉亭 各个 角落 ， 活力 四射 的 盛开 在 小径 旁 ⋯ ⋯ 这般 繁花似锦 的 景象 就 出现 在 美国 俄勒冈州 克汉 的 庭院 中 。 做 眼科医生 的 克汉 ， 每天 一 离开 枯燥 单调 的 办公室 ， 就 一头 扎进 庭院 中 ， 现在 园子 里 种植 了 将近 140 多株 玫瑰 ， 几乎 囊括 了 玫瑰 的 所有 品种 ， 美丽 的 花朵 将 庭园 点缀 得 妩媚动人 。 
 家居 	 春天 饰家 精美 花器 园艺 何   谓   花   器 在 亚洲地区 ， 大型 的 盆 钵 大多 称花器 ， 但 在 欧美国家 ， 花盆 或盆 钵 等 ， 不管 容器 的 大小 ， 都 把 栽种 植物 的 容器 称为 花器 ( Container ) 。 不过 ， 盆钵 的 框框 并 不 直接 用来 栽培植物 ， 和 花器 有所不同 。 利用 花器 的 栽培法 称为 “ 花器 栽培 ” ； 而 使用 种植 了 各种 花草 、 庭木 或 观叶 植物 等 的 花器 ， 美化 住宅 与 周遭 环境 的 方法 ， 就 称为 “ 花器 园艺 ” 。 图为   花   器   园   艺   的   趣   味   性花   器   园   艺   的   趣   味   性 只要 家里 有 可以 放置 各种 花器 的 空间 ， 就 可以 根据 花器 本身 的 材质 、 形状 、 大小 、 以及 选种 之 植物 等等 的 组合 ， 设计 出 深具 变化 的 花园 。 花器 的 素材 除了 塑胶 ， 混凝土 和 不锈钢 等 人工 物质 外 ， 还有 陶钵 、 陶器 或 红木 等 天然 的 材质 。 考虑 在 通气 性 或 排水 性 等 栽培 层面 上 ， 可依 素材 与 四周 的 调和 度 或 和 植物 的 调和 度 、 与 四周 风景 的 融合 感 或 突出 感 ， 更加 强调 陈列 的 效果 。 图为   植   物   的   选   法 一般而言 ， 阳台 和 走廊 是 经常 被 设计 成花器 花园 的 地点 。 除此之外 ， 欧美国家 也 常 利用 屋顶 、 露台 、 木头 地板 或 窗边 ， 当作 从事 园艺 的 场所 。 此外 ， 玄关 或 门廊 也 最 适合 进行 花器 园艺 。 此外 ， 常见 的 凸窗 ， 若加些 巧思 ， 也 可 成为 漂亮 的 风景线 。 植   物   的   选   法 为了 充分 体会 花器 园艺 的 乐趣 ， 必须 尽量 了解 所 使用 之 植物 的 性质 与 特征 。 这时 ， 可 根据 放花器 地点 之 环境 ， 或花器 的 大小 与 外形 选择 合适 的 植物 ； 但 若 是 二种 以上 的 植物 同种 于 一个 花器 时 ， 除了 配色 或 形状 ， 还要 充分 注意 每种 植物 的 性质 加以 组合 。 除此之外 ， 选用 二种 以上 的 植物 一起 种植 时 ， 因为 彼此 的 植株 高度 可能 差 很多 ， 所以 种植 时 的 高度 和 成长 的 情形 都 要 充分 注意 ， 否则 高度 一差 太多 ， 会 破坏 全体 的 平衡 ， 甚至于 出现 发育不良 的 现象 。 再者 ， 花期 与 开花 期间 也 要 特别 留意 ， 要是 一起 种植 的 花卉 花期 不 一 ， 恐怕 就 不能 充分 展现 各自 的 魅力 了 。   
 家居 	 春季 用 餐具 演绎 时尚 厨房 ( 图 ) 漂亮 的 餐具 总能 让 人 胃口 大增 ， 在 2009 年 新春 ， 不少 漂亮 夺目 的 餐具 涌现 ! 
 家居 	 暗色 印花 的 背景墙 ( 图 ) 家居设计 是 一门 高深 的 艺术 ， 看似 简单 ， 实则 暗含 着 很多 常人 无法 想到 的 玄机 ， 一 起来 看看 真正 的 大师 是 如何 诠释 “ 家装 设计 ” 的 。 
 家居 	 曲线   空间设计 的 宠儿 ( 组图 ) 不同 的 曲线 形态 将 对 空间 产生 非常 重要 的 影响 ， 曲线 的 自由 身姿 常常 可以 给 空间 带来 戏剧性 的 效果 。 曲线 通道 环碧堂 画廊 设置 着 复杂 的 多功能 空间 区域 ， 为了 将 访客 路线 分离出来 ， 仲松 特别 为 其 设计 了 一条 通道 ， 叫做 “ 空间 的 雕塑 ” — — 这个 长 17 米 的 通道 连接 各个 空间 。 通道 中 流动 的 曲线 条 和 室内 其他 界面 的 直线 形成 了 强烈 的 对比 ， 其 形象 由 相似 曲线 单元 排列 组成 ， 使 空间 既有 间隔性 ， 又 有 延续性 ， 在 视觉 上 达到 步移 景易 的 效果 ， 使人 联想 到 中国 传统 建筑 中 “ 游廊 ” 所 特有 的 意境 。   实用 曲线   给 生活 更 多 帮助 Water   stone 位于 北京 时尚 商业中心 Village ， 曲线 ， 同样 为 这里 带来 了 与众不同 的 新鲜 感受 。 “ 生长 ” 是 仲松 为 这个 空间 里 的 实用 曲线 设计 定义 的 概念 ， 并非 在 强调 空间 物理 可 变形 , 而是 在 不同 时段 与 氛围 下 ， 让 空间 能够 给 环境 体验 者 提供 丰富 的 感官 可能性 ， 并 强调 了 使用者 与 设计 间 的 互动关系 。 设计师 在 理念 上将 Water   stone 设计 为 一种 装置 ， 曲线 带给 空间 的 连贯性 促成 了 这种 交流 的 发生 ， 空间 相位 的 多样性 增添 了 这种 交流 的 趣味性 ， 在 这里 ， 设计 表达 并非 单纯 出于 对 视觉 的 满足 ， 更是 一种 人体 感官 上 的 全方位 体验 — — 无论是 像 太空舱 一样 的 独立 更衣 区域 ， 还是 断点 连续 的 陈列 区 ， 或者 是 角落 充分利用 空间 的 曲线 格架 ， 都 是 为了 强调 一种 全面 感受 而生 。   自由 曲线 分割 空间 Song   Club 位于 北京 时尚 街区 世贸 天阶 地下 一层 ， 是 一家 音乐 俱乐部 ， 位置 并 不是 很 明显 。 然而 ， 即便 这样 ， 当夜幕 来临 ， 还是 有 很多 人会 涌向 这里 。 初次 走进 Song   Club 的 人 多少 会 有些 迷惑 ， 这个 充满 艺术 感 的 空间 从 设计 感觉 上 更 像 一个 室内 的 山地 梯田 — — 层层叠叠 的 起伏 充满 动感 。   Song   Club 是 一个 为 音乐 而生 的 空间 ， 作为 音乐 餐 吧 ， Song 兼具 了 多重 功能 ， 是 餐厅 又 是 酒吧 ， 可以 举办 演出 ， 同时 还 出售 唱片 。 为 解决 多功能 同置 一室 的 冲突 ， 仲松 特意 为 这 410 平米 的 空间 设置 了 大量 延绵不断 的 木质 曲线 ， 笑 称 其 为 “ 室内 的 山地 景观 ” ， 这些 曲线 将 可能 的 冲突 联系 起来 ， 并 融为一体 。 在 这里 ， 木质 的 曲线 并非 单纯 装饰 所用 ， 它 更是 空间 与 空间 之间 的 隔断 ， 是 高低 错落 的 座椅 ， 是 空间 中 流淌 的 韵律 … … 你 可以 随意 自由 地 穿梭 ， 也 可以 与 人 保持 着 安全 距离 。   木质 的 材料 在 空间 中 占据 了 大量 位置 ， 为了 追求 舒适 、 纯粹 的 视觉 感受 ， 并 保证 使用 方面 的 便捷性 ， 设计师 为 这里 设置 了 软性 沙发 ， 并 选择 白色 作为 木色 中 的 点缀 ， 轻盈 而 梦幻 。 当 隐藏 在 曲线 中 的 灯光 映照 着 自由 的 曲线 ， 那种 不 刻意 、 不 保守 的 态度 ， 以及 轻松 、 无拘无束 的 情感 特征 ， 便 为 空间 带来 了 奇幻 的 流动 感 。   
 家居 	 曲线 设计 显得 格外 优雅 ( 图 ) 水 蓝色 的 衣物 架 ， 曲线 设计 显得 格外 优雅 ， 经典 的 元素 呈现出 和谐 的 田园 风格 。 
 家居 	 更换 位置 吸引 视线 ( 图 ) 5 . 更换 位置 吸引 视线 这盆 笨重 的 盆栽 如果 摆在 地面 上 可能 没有 什么 特别 的 效果 ， 而 将 它 放在 与 视线 水平 的 水泥 护栏 上 就 完全 不同 了 ！ 在 里面 种上 材质 细腻 的 植物 ， 能 与 盆器 形成 有趣 的 对比 效果 ， 也 会 给人以 柔和 的 感觉 。 “ 我们 尝试 用 不同寻常 的 植物 组合 来 激发 新 的 美感 ， ” 设计师 说 。 这个 花盆 中 混合 了 白色 和 紫色 的 香 雪球 、 天竺葵 、 蒲包花 、 紫色 喷泉 草 等 植物 。 高低 错落 的 布置 让 它 看起来 生机勃勃 。   
 家居 	 曾经 让 工厂 变成 艺术 的 生态区 ( 图 ) Loft 不再 那个 曾经 让 工厂 变成 艺术 的 生态区 ， 以 身体力行 的 方式 带 着 众人 了解 并 迷恋 上 包豪斯 建筑风格 ， 告诉 众人 可以 生活 在 一种 叫 “ Loft ” 的 空间 的 人 ， 轮回 般 ， 又 以 另 一种 方式 开始 “ 村居 ” 生活 。 
 家居 	 最具 东方 韵味 的 居家 设计 ( 组图 ) 东方人 的 特质 是 注重 内心 ， 比较 在意 内省 ; 而 东方 韵味 意味着 内涵 和 大气 ， 是 一种 温而 不 热 的 状态 ， 下面 是 最具 东方 韵味 的 居家 设计 ， 可以 让 你 领会 一下 东方 韵味 的 极致 。 
 家居 	 最具 人气 的 IT 美女 私房 秀 ( 组图 ) 最具 人气 的 IT 美女 私房 秀 ， 每一处 不经意 的 角落 都 充满 了 小资 女性 独有 的 魅力 ： 白色 沙发 和 蓝色 墙面 营造 出 一个 恬静 的 待客 环境 ， 而 色彩艳丽 的 一些 小 饰品 又 让 人 感到 主人 的 热情 。 
 家居 	 最 古老 的 搭配   八仙桌 和 长凳 ( 图 ) 最 古老 的 搭配 ， 八仙桌 和 长凳 ， 也许 前世 的 你 ， 正在 客栈 中 与 好友 把酒言欢 ~   
 家居 	 最大 的 优势 是 单间 非常 大 ( 图 ) 老房子 最大 的 优势 是 单间 非常 大 ， 袁禧 把 其中 最大 的 一间 作为 书房 。 整墙 宽 的 落地 书柜 里 整整齐齐 地 摆满 了 设计 用书 。 书柜 线条 简凝 ， 是 简约 风格 的 代表 之作 。 而 作为 书房 主角 出现 的 书桌上 ， 却 带 着 中式 家具 里 才 有 的 花纹 。 
 家居 	 最大 的 改动 是 墙面 ( 图 ) 最大 的 改动 是 墙面 给 余 先生 家里 做 设计 的 是 知名 的 软装 设计 公司 — — 锦鸾宫 ， 从 设计师 那 了解 到 ， 主人 对于 家居 的 要求 颇 高 ， 他 经常 翻阅 各种 家居 杂志 ， 时不时 也 会 将 自己 喜欢 的 场景 一一 做出 标记 ， 并 告诉 设计师 自己 的 想法 。 经过 长时间 沟通 ， 设计师 将 主人 的 要求 一一 列出 ， 并 制定 出 明确 的 设计 改造 方向 。 “ 除了 厨房 与 卫生间 ， 这个 家 其它 地方 几乎 都 做 了 或大或小 的 改动 ” ， 设计师 对于 余 先生 的 要求 了如指掌 ， “ 而 其中 最大 的 改动 便是 墙面 。 ” 确实 如 设计师 所说 ， 踏进 这个 家 ， 首先 便 被 整个 空间 的 气氛 所 感染 。 其实 ， 与其说 空间 气氛 与众不同 ， 还 不如说 经 改造 过 的 墙面 的 材质 与 颜色 让 所有人 眼前一亮 。 门厅 部分 的 墙面 是 木质 材料 的 ， 色彩 为 灰褐色 ， 进门 便 给人以 淡雅 温煦 之感 。 远处 靠窗 一侧 的 墙面 是 古典 卷草纹 墙纸 ， 其 色彩 延续 了 门厅 的 色彩 ， 更 加入 了 一些 白色 、 蓝色 等 碎花 ， 顿时 将 空间 的 精神 提了 出来 。 客厅 的 墙面 依然 别具一格 ， 其 色彩 是 主人 亲自 挑选 并 调配 的 ， 且 经过 了 仿旧 处理 。 为了 与 门厅 有所区别 ， 客厅 和 其它 房间 的 色调 都 为 此种 灰绿色 。 而 仿古 的 肌理 更为 空间 注入 了 一股 怀旧 宁静 的 气氛 。 为了 调配 这个 独特 的 色彩 ， 工人 并 没少花 精力 。 而 现在 看来 ， 设计师 的 努力 是 值得 的 。 也 正是 这个 色彩 才 得以 衬托出 空间 中 的 家具 ， 加上 客厅 天花 和 墙面 上 的 茶色 镜面 和 水晶 吊灯 ， 客厅 看起来 比 原来 更 大方 了 。 
 家居 	 最大 限度 设计 的 窗 ( 图 ) 这里 最大 的 亮点 是 以 最大 限度 设计 的 窗 ， 让 塞纳河 沿岸 的 美景 毫不 吝惜 地 展现 在 你 的 面前 ， 而 室内 木质 的 地板 、 墙面 、 天花板 不仅 让 人 感到 万分 惬意 自然 ， 又 与 窗外 的 风光 相互 呼应 ， 这种 简朴 的 美感 更 包含 务实 和 诗意 。 每 一个 来到 Floating   Guesthouse 的 人 都 能 轻易 体会 到 这种 务实 中 的 精致 ， 当 你 的 生活节奏 随着 水波 而 摇曳 ， 你 会 发现 河面 跳跃 的 波光 仿佛 印象派 油画 的 笔触 ， 如此 切身体会 到 法式 浪漫 优雅 的 生活 。 
 家居 	 最 平淡 房型   0 空间 改造 100% 效果 ( 组图 ) 平淡 户型 ， 并 不 意味着 你 只能 考虑 满足 功能 需求 ， 也 不 意味着 想要 效果 只能 大动干戈 进行 改造 。 通过 一些 简单 的 方法 ， 它 一样 可以 表达 出 鲜明 、 一致 的 空间 特性 ， 成为 你 个 性生活 的 重要 组成部分 。 现代   · 有 设计 感   · 新派 利用 可以 随意 变化 的 线条 制造 空间 的 乐趣 ， 线条 与 几何体 之间 形成 的 视觉 关系 ， 往往 充满 设计 语言 ， 这 两种 元素 在 这 一类 的 空间 中 很 重要 ， 无论 用 哪种 排列 方式 ， 都 会 有 不错 的 效果 。 单一 的 色彩 可能 会 让 空间 显得 过于 单调 ， 同色系 颜色 的 深浅 搭配 可以 制造 空间 的 递进 关系 ， 不仅 缓解 普通 户型 空间 在 感官 方面 造成 的 不 舒适感 ， 也 能 很 好 地 铺陈 视觉 关系 。 另外 ， 找 一种 完全 不 同色系 的 颜色 作为 搭配 ， 也 可以 让 空间 更 有 亮点 。 但是 注意 ， 我们 建议 避免 选择 过暗 的 搭配 色 。 
 家居 	 最新 演绎 了 一组 家居 秀 ( 图 ) 莫文蔚 最新 演绎 了 一组 家居 秀 ， 其中 最 精彩 的 是 她 在 双人床 上 的 精彩 演绎 。 从 妩媚 勾魂 女到 可爱 的 家庭 小 主妇 ， 她 一定 给 你 意想不到 的 惊喜 。 
 家居 	 最爱 的 Up 系列 沙发 ( 图 ) 球体 的 脚凳 和 圆润 的 沙发 非常 呼应 ， 浅褐色 和 橘色 相间 的 运动 面料 能 更好 的 衬托 沙发 的 流线 造型 。 适合 搭配 现代 居室 的 空间 ， 摆 到 哪里 都 是 一道 亮丽 的 风景 。 在 引爆 眼球 的 同时 ， 功能性 也 毫不逊色 。 想象 一下 沉溺在 柔软 的 沙发 里 被 包裹 起来 的 感觉 ， 看 杂志 ， 看 电影 ， 听歌 ， 很 惬意 吧 。 你 是不是 也 动心 了 ？ 
 家居 	 最近 女白领 们 最 热 捧 的 ( 图 ) “ 比 我 老公 顾家 的 没 我 老公 有钱 ， 比 我 老公 有钱 的 没有 我 老公 顾家 。 ” 当闺密 对 你 得意 地 说出 这 一句 话 时 ， 别 傻眼 ， 没错 ， 这 就是 最近 女白领 们 最 热 捧 的 “ 经济 适用 男 ” 。 时代 变更 ， 不少 女白领 的 择偶 目标 也 纷纷 从 “ 金龟婿 ” 变到 了 “ 经济 适用 男 ” 。 现在 就让 一起 看 下 经济 适用 男 的 温馨 公寓 是 啥 模样 ! 
 家居 	 有 一种 温润 香浓 的 芬芳 ( 图 ) 不算 标准 美女 的 刘若英 ， 就 像 杯 温暖 的 奶茶 ， 虽然 没有 红酒 的 高贵典雅 ， 没有 咖啡 的 精致 摩登 ， 却 自有 一种 温润 香浓 的 芬芳 。 喜欢 刘若英 的 人 ， 欣赏 刘若英 的 人 ， 都 是 被 奶茶 内在 的 丰富 滋味 所 吸引 ， 愈品 便 愈 迷恋 这种 久远 的 芬芳 。   
 家居 	 有 故事 的 老洋房 ( 图 ) 有 故事 的 老洋房   在 二楼 至三楼 的 楼梯口 悬挂 着 Alan 与 Chitra 的 结婚照 ， 乍一看 简直 就 像 好莱坞 爱情 喜剧片 的 电影海报 ， 镜头 广角 俯视 ， 美丽 的 新人 被 宾客 簇拥着 ， 所有人 都 在 高兴 地 欢呼 。 当时 照片 中 的 新娘 虽然 早已 是 两个 孩子 的 母亲 ， 却 依旧 保持 着 镜头 里 那 甜蜜 的 笑容 。 “ 这个 家 的 每个 房间 每幅 画 都 是 我 和 Alan 一起 布置 的 ， 唯有 我们 的 卧房 ， 是 完全 按照 他 的 想法 设计 的 ， 你 一定 会 感到 吃惊 。 ” 鲜红色 的 印花 墙纸 ， 由 红色 水晶 串起 的 珠帘 ， 红色 幔 帏 下 的 贵妃 床 还有 大 弧形 宫廷式 的 金色 梳妆台 。 “ 我 原本 以为 只是 墙壁 刷 了 红色 ， 没有 想到 变成 了 华丽 的 皇宫 。 ” 这 一抹 浪漫 激情 ， 雍容华贵 的 红 ， 热烈 地 传递 着 这个 男人 对于 妻子 的 绵绵 爱意 。   随着 Chitra 在 木质 楼梯 上 坐下 ， 满墙 的 老照片 混合 着 黑白 摄影 ， 浓浓的 怀旧 气息 随着 暖手 的 咖啡 香 飘逸 出来 。 Alan 与 Chitra 各自 成长 于 苏格兰 和 瑞士 ， 在 菲律宾 结识 ， 在 伦敦 相恋 ， 在 澳婚 ， 丰富 的 阅历 不仅 造就 了 他们 开朗 的 生活态度 也 激发起 他们 对于 传统 和 历史 深切 的 感情 。 楼梯 旁 每张 照片 背后 的 故事 就 像 幻灯片 一样 连 了 起来 ， 突然 你 感受 到 了 这个 家庭 的 温暖 并 不仅仅 来自 柔和 的 灯光 或是 老式 家具 ， 而是 一份 血脉 相承 的 厚重 。   “ 一 看到 这所 房子 我们 就 非常 喜欢 ， 所以 保留 了 它 的 原始 结构 ， 甚至 那些 当时 用于 通电 通 煤气 的 管道 我们 也 不想 拆 ， 因为 那 是 这 所 房子 的 历史 。 ” Chitra 和 Alan 在 设计 和 装修 过程 中 几乎 没有 改动 过 房子 的 格局 ， 那些 原木 构成 的 天花板 横梁 ， 厚实 的 门框 都 是 最早 时候 就 在 那 的 ， 没有 被 粉刷 或 重新 包装 ， 这些 岁月 的 痕迹 正是 他们 深爱 这所 房子 的 理由 。 Chitra 告诉 我 ， 他们 从住 进来 至今 已经 接待 过 好几位 曾经 的 主人 ， 有 拄着 拐杖 的 老人 ， 年轻 的 女孩 还有 曾经 在 上海 避难 的 外国人 。 每个 人 的 故事 都 深深地 感动 着 他们 ， 而 现在 ， 这个 由 苏格兰 血统 和 印度 后裔 组合成 的 四口 之家 也 正在 为 这 所 房子 书写 新 的 故事   
